gene	target	n_mut	n_wt	med_fc_mut	med_fc_wt	effect	p_value	q_value	sig
DPP6	CD44	5	174	2.4694	-0.1904	2.6598	0.33081424649745245	0.9962269014109203	False
GORAB	CD44	5	174	1.5153	-0.2113	1.7267	0.061504471469266686	0.9962269014109203	False
ZSCAN20	CD44	6	173	-0.5978	-0.1798	-0.418	0.34705866381536976	0.9962269014109203	False
ZSCAN20	CHI3L1	6	173	2.0911	0.1356	1.9554	0.12305845616374098	0.9962269014109203	False
ATP1A4	CD44	6	173	-2.7224	-0.1488	-2.5736	0.0012684112575039777	0.9962269014109203	False
ATP1A4	CHI3L1	6	173	-0.6915	0.1726	-0.8641	0.24063952430758279	0.9962269014109203	False
TMEM132E	CD44	10	169	0.6534	-0.2	0.8534	0.4416612244766277	0.9962269014109203	False
VWA7	CHI3L1	5	174	1.5527	0.1231	1.4296	0.12278881163903332	0.9962269014109203	False
ACVR1B	CHI3L1	5	174	1.5527	0.1452	1.4075	0.20970175931912416	0.9962269014109203	False
KIF1A	CD44	9	170	-0.309	-0.1761	-0.1329	0.3502836818305689	0.9962269014109203	False
FLNA	CD44	16	163	1.1695	-0.2	1.3695	0.20897198567524855	0.9962269014109203	False
KMT2A	CD44	10	169	0.87	-0.2227	1.0927	0.21714105929622818	0.9962269014109203	False
KMT2A	CHI3L1	10	169	2.0911	0.1107	1.9804	0.04682771363098599	0.9962269014109203	False
FGD4	CHI3L1	5	174	0.8153	0.1452	0.6702	0.4345508357200731	0.9962269014109203	False
PLCH1	CD44	7	172	0.8168	-0.1904	1.0072	0.08366915018929445	0.9962269014109203	False
PLCH1	CHI3L1	7	172	1.408	0.1231	1.2848	0.159514284354887	0.9962269014109203	False
BZRAP1	CD44	6	173	1.5341	-0.2227	1.7568	0.0873566476665258	0.9962269014109203	False
BZRAP1	CHI3L1	6	173	2.0911	0.1356	1.9554	0.2675208584289135	0.9962269014109203	False
NPBWR1	CD44	7	172	2.0688	-0.2113	2.2802	0.2594639652818231	0.9962269014109203	False
NPBWR1	CHI3L1	7	172	2.6294	0.0915	2.538	0.01436781205347678	0.9962269014109203	False
NPHP3	CD44	5	174	1.2207	-0.2113	1.432	0.10200195557738521	0.9962269014109203	False
NPHP3	CHI3L1	5	174	2.9584	0.1231	2.8353	0.023109537715428154	0.9962269014109203	False
BACH1	CD44	5	174	0.916	-0.2113	1.1274	0.08063721944844883	0.9962269014109203	False
RREB1	CHI3L1	12	167	1.2908	0.1107	1.1801	0.14213430082413167	0.9962269014109203	False
TMEM260	CHI3L1	5	174	2.5314	0.1231	2.4083	0.16490996770922178	0.9962269014109203	False
SMARCA1	CD44	6	173	0.9762	-0.2	1.1762	0.3269431206197047	0.9962269014109203	False
CUBN	CD44	13	166	0.6213	-0.2248	0.8461	0.16048934864519304	0.9962269014109203	False
POU2F1	CHI3L1	7	172	1.5527	0.1231	1.4296	0.16407269650447745	0.9962269014109203	False
MYOM3	CD44	7	172	0.3615	-0.1904	0.5519	0.166386687905846	0.9962269014109203	False
MYOM3	CHI3L1	7	172	1.2402	0.1231	1.117	0.2626385858840172	0.9962269014109203	False
PTPRA	CHI3L1	6	173	-1.0922	0.1594	-1.2515	0.3037742582644416	0.9962269014109203	False
CCDC67	CHI3L1	5	174	3.7524	0.1452	3.6073	0.1250248840983886	0.9962269014109203	False
ATP1A3	CHI3L1	7	172	-1.0398	0.1972	-1.2369	0.028432154894993112	0.9962269014109203	False
GPR112	CHI3L1	7	172	-0.679	0.1905	-0.8696	0.17346894982584005	0.9962269014109203	False
IPO5	CHI3L1	6	173	-0.6915	0.1594	-0.8508	0.4300739614277458	0.9962269014109203	False
MYBPC3	CD44	7	172	-0.8116	-0.1761	-0.6355	0.38984520363635927	0.9962269014109203	False
MUC17	CD44	55	124	0.1967	-0.237	0.4337	0.13061635709937192	0.9962269014109203	False
HERC1	CD44	16	163	-0.2363	-0.1798	-0.0565	0.3998935167625667	0.9962269014109203	False
FAT1	CHI3L1	16	163	-0.6915	0.3844	-1.0758	0.136495333367173	0.9962269014109203	False
PUF60	CD44	5	174	-0.309	-0.1803	-0.1287	0.40464420958681707	0.9962269014109203	False
CTNNA2	CHI3L1	7	172	-1.1965	0.166	-1.3625	0.13808718199570605	0.9962269014109203	False
CC2D1A	CHI3L1	7	172	1.5527	0.1452	1.4075	0.35032065977193616	0.9962269014109203	False
PLCB1	CD44	5	174	1.5153	-0.2113	1.7267	0.12058192762362972	0.9962269014109203	False
CACTIN	CD44	5	174	1.5153	-0.2113	1.7267	0.058901953812952414	0.9962269014109203	False
KCNV1	CD44	7	172	0.2039	-0.2113	0.4153	0.4105412165794226	0.9962269014109203	False
KCNV1	CHI3L1	7	172	1.3684	0.1231	1.2452	0.09085517757521189	0.9962269014109203	False
THSD4	CD44	10	169	-0.6683	-0.1724	-0.4959	0.34774559891069756	0.9962269014109203	False
THSD4	CHI3L1	10	169	1.1615	0.1547	1.0068	0.29858947825428916	0.9962269014109203	False
OSBP2	CHI3L1	7	172	1.408	0.1452	1.2628	0.3352177756594765	0.9962269014109203	False
PCDH7	CHI3L1	5	174	1.3684	0.1452	1.2232	0.2001483712509759	0.9962269014109203	False
BEGAIN	CD44	5	174	0.8239	-0.1904	1.0143	0.3620392383049989	0.9962269014109203	False
BEGAIN	CHI3L1	5	174	1.5527	0.1452	1.4075	0.28123820709143654	0.9962269014109203	False
PRDM14	CD44	6	173	-0.5796	-0.1798	-0.3998	0.42085517962799024	0.9962269014109203	False
SYT15	CD44	8	171	1.64	-0.2	1.8399	0.11343422557987533	0.9962269014109203	False
SYT15	CHI3L1	8	171	0.82	0.1356	0.6843	0.4434299706542135	0.9962269014109203	False
SIN3B	CD44	5	174	-0.8116	-0.1761	-0.6355	0.2001483712509759	0.9962269014109203	False
ACAD10	CHI3L1	7	172	2.0729	0.0915	1.9814	0.05711829488059957	0.9962269014109203	False
SLC13A4	CD44	7	172	0.8239	-0.1904	1.0143	0.16407269650447745	0.9962269014109203	False
AXL	CD44	7	172	-0.5687	-0.1606	-0.4081	0.1807635805992758	0.9962269014109203	False
ZNF133	CD44	5	174	2.4694	-0.1904	2.6598	0.1732796576386891	0.9962269014109203	False
INTS1	CHI3L1	16	163	1.0241	0.1356	0.8884	0.3354704412554428	0.9962269014109203	False
WDFY4	CD44	8	171	-0.6683	-0.1798	-0.4885	0.4271233704839405	0.9962269014109203	False
SLC15A4	CHI3L1	5	174	2.6294	0.1231	2.5063	0.08227631810764156	0.9962269014109203	False
ZNF646	CHI3L1	9	170	2.6267	0.0915	2.5353	0.04237662250330116	0.9962269014109203	False
ASAP2	CD44	5	174	1.5529	-0.2113	1.7642	0.10593495919345	0.9962269014109203	False
JPH2	CD44	8	171	1.0778	-0.2	1.2778	0.30928994229448087	0.9962269014109203	False
MED12	CHI3L1	5	174	2.0729	0.1231	1.9498	0.083940393784648	0.9962269014109203	False
ZNF99	CD44	8	171	0.5293	-0.2227	0.752	0.1235948405808045	0.9962269014109203	False
DDR2	CD44	6	173	1.4464	-0.2	1.6464	0.41174744293758325	0.9962269014109203	False
ZNF292	CHI3L1	12	167	-0.5717	0.2217	-0.7934	0.13446405577172482	0.9962269014109203	False
LPIN2	CD44	6	173	2.2691	-0.2227	2.4918	0.006413616608711683	0.9962269014109203	False
ATRX	CHI3L1	26	153	1.7197	0.0204	1.6993	0.03276967871384279	0.9962269014109203	False
MYH3	CD44	6	173	1.7921	-0.2227	2.0148	0.029464422720112873	0.9962269014109203	False
LTB4R2	CHI3L1	5	174	-0.679	0.166	-0.845	0.14649131207520197	0.9962269014109203	False
IKBKB	CD44	5	174	2.4694	-0.1904	2.6598	0.10200195557738521	0.9962269014109203	False
IKBKB	CHI3L1	5	174	-0.7039	0.166	-0.8699	0.1676677457801352	0.9962269014109203	False
DSC1	CD44	5	174	-0.8866	-0.1761	-0.7105	0.19394660273662845	0.9962269014109203	False
DSC1	CHI3L1	5	174	-0.679	0.1972	-0.8762	0.2773331221356552	0.9962269014109203	False
FZD9	CD44	6	173	0.6522	-0.1808	0.8331	0.23421193259827444	0.9962269014109203	False
FZD9	CHI3L1	6	173	1.3727	0.1356	1.2371	0.30756202118394527	0.9962269014109203	False
CACNA1H	CHI3L1	13	166	-1.0398	0.303	-1.3428	0.06221611814036591	0.9962269014109203	False
PROX1	CD44	5	174	1.5153	-0.2113	1.7267	0.15949003774573586	0.9962269014109203	False
PROX1	CHI3L1	5	174	1.7477	0.0915	1.6563	0.033034512291775335	0.9962269014109203	False
ASPM	CD44	6	173	0.3836	-0.2	0.5836	0.2925881057808191	0.9962269014109203	False
ASPM	CHI3L1	6	173	1.2796	0.1107	1.169	0.095434711010561	0.9962269014109203	False
ACAD10	CD44	7	172	2.4694	-0.2113	2.6807	0.0042952232713330575	0.9962269014109203	False
PTPRT	CHI3L1	11	168	-0.943	0.303	-1.2461	0.023368286802136425	0.9962269014109203	False
TGFBI	CHI3L1	7	172	-0.679	0.166	-0.845	0.16872399743499755	0.9962269014109203	False
DCDC1	CD44	9	170	-0.8116	-0.1761	-0.6355	0.2631970010841781	0.9962269014109203	False
DCDC1	CHI3L1	9	170	-0.679	0.1972	-0.8762	0.09821971164623398	0.9962269014109203	False
GOLGB1	CD44	10	169	-0.807	-0.1724	-0.6346	0.23894043554612687	0.9962269014109203	False
ZNF786	CD44	6	173	-0.8491	-0.1488	-0.7003	0.04003357940552243	0.9962269014109203	False
E2F7	CD44	6	173	0.7448	-0.1808	0.9256	0.359478426974611	0.9962269014109203	False
CARD11	CD44	5	174	1.2111	-0.2113	1.4224	0.12058192762362972	0.9962269014109203	False
CARD11	CHI3L1	5	174	1.5527	0.1231	1.4296	0.19089554332599296	0.9962269014109203	False
KALRN	CD44	15	164	1.5153	-0.1904	1.7057	0.30144026515484856	0.9962269014109203	False
DLEC1	CD44	8	171	-0.9117	-0.1724	-0.7393	0.07181807348261243	0.9962269014109203	False
DLEC1	CHI3L1	8	171	1.2069	0.1356	1.0713	0.4151173722919703	0.9962269014109203	False
WDR7	CD44	6	173	2.7294	-0.2227	2.9521	0.04446761256619712	0.9962269014109203	False
RNF139	CD44	6	173	1.4924	-0.2227	1.7151	0.030818845371745757	0.9962269014109203	False
KCNH8	CHI3L1	5	174	2.6294	0.1231	2.5063	0.04714156152137106	0.9962269014109203	False
TPBG	CHI3L1	5	174	2.6294	0.1231	2.5063	0.11413444975182085	0.9962269014109203	False
TRIM56	CHI3L1	7	172	1.4486	0.1452	1.3034	0.22911400223428607	0.9962269014109203	False
DENND4A	CHI3L1	7	172	-0.7408	0.166	-0.9068	0.19339961692857088	0.9962269014109203	False
FREM3	CD44	9	170	-0.8866	-0.1761	-0.7105	0.18132084872568344	0.9962269014109203	False
FREM3	CHI3L1	9	170	-0.679	0.166	-0.845	0.20619831288264334	0.9962269014109203	False
MYH3	CHI3L1	6	173	1.2136	0.1356	1.078	0.44410824820820954	0.9962269014109203	False
MUC12	CD44	34	145	-0.0428	-0.2227	0.1799	0.438886472581815	0.9962269014109203	False
COL24A1	CD44	9	170	-0.1138	-0.1904	0.0766	0.42637008680481825	0.9962269014109203	False
PAIP1	CD44	5	174	2.0688	-0.2113	2.2802	0.05160248426058929	0.9962269014109203	False
CLEC18B	CD44	5	174	1.2111	-0.1904	1.4015	0.24374926605744052	0.9962269014109203	False
CLEC18B	CHI3L1	5	174	2.9618	0.1231	2.8386	0.07131539902302376	0.9962269014109203	False
PRSS23	CHI3L1	5	174	1.408	0.1231	1.2848	0.0944615269572793	0.9962269014109203	False
PIK3CG	CHI3L1	12	167	-0.4379	0.2217	-0.6596	0.2546496777375411	0.9962269014109203	False
ZHX2	CD44	6	173	-1.6161	-0.1798	-1.4362	0.30756202118394527	0.9962269014109203	False
DUOX2	CD44	11	168	-0.8866	-0.1766	-0.71	0.2836681215461824	0.9962269014109203	False
DUOX2	CHI3L1	11	168	-0.679	0.166	-0.845	0.16077813099477878	0.9962269014109203	False
ATP10B	CD44	8	171	-0.5796	-0.1724	-0.4072	0.2251029706301331	0.9962269014109203	False
ATP10B	CHI3L1	8	171	-0.5419	0.1726	-0.7145	0.3802716585582032	0.9962269014109203	False
CAND1	CD44	6	173	-0.7329	-0.1488	-0.5841	0.061317604680755255	0.9962269014109203	False
COL12A1	CD44	13	166	-0.3462	-0.1606	-0.1856	0.3813533767110837	0.9962269014109203	False
GPR133	CD44	5	174	0.2039	-0.2113	0.4153	0.21623900357325979	0.9962269014109203	False
ZHX2	CHI3L1	6	173	-1.0803	0.1594	-1.2397	0.37644377372546145	0.9962269014109203	False
PCM1	CHI3L1	5	174	2.6267	0.1231	2.5036	0.0669743098722309	0.9962269014109203	False
BLM	CD44	7	172	0.6213	-0.1904	0.8117	0.14012926862382166	0.9962269014109203	False
BLM	CHI3L1	7	172	-1.0398	0.166	-1.2057	0.36976913055532984	0.9962269014109203	False
KIAA1211	CD44	5	174	-0.8116	-0.1761	-0.6355	0.20970175931912416	0.9962269014109203	False
TNS4	CHI3L1	7	172	1.1736	0.1231	1.0505	0.20394473372081168	0.9962269014109203	False
ANKRD36C	CD44	11	168	0.916	-0.1904	1.1064	0.3411017564489398	0.9962269014109203	False
ANKRD36C	CHI3L1	11	168	0.8745	0.1327	0.7418	0.39538939297600895	0.9962269014109203	False
ADNP2	CD44	6	173	1.0145	-0.2	1.2145	0.2889184820549116	0.9962269014109203	False
FLJ00104	CD44	5	174	3.3899	-0.2113	3.6012	0.035546241106661096	0.9962269014109203	False
PRUNE2	CHI3L1	12	167	1.2908	0.1107	1.1801	0.13749284017379118	0.9962269014109203	False
XKR4	CD44	5	174	2.0688	-0.1904	2.2592	0.21623900357325979	0.9962269014109203	False
HK3	CD44	6	173	1.4464	-0.2	1.6464	0.41174744293758325	0.9962269014109203	False
HK3	CHI3L1	6	173	-0.6241	0.1594	-0.7835	0.41174744293758325	0.9962269014109203	False
FOXM1	CD44	5	174	1.5153	-0.1904	1.7057	0.1390638624224353	0.9962269014109203	False
FOXM1	CHI3L1	5	174	2.9618	0.0915	2.8703	0.01244247890345627	0.9962269014109203	False
ITIH6	CHI3L1	6	173	-0.8594	0.1726	-1.032	0.3000159991979881	0.9962269014109203	False
SLIT3	CHI3L1	8	171	1.1412	0.1107	1.0306	0.2531427507973414	0.9962269014109203	False
PLD6	CHI3L1	5	174	1.408	0.1231	1.2848	0.21295349705399838	0.9962269014109203	False
SRGAP2	CHI3L1	5	174	2.6294	0.1231	2.5063	0.12278881163903332	0.9962269014109203	False
EMR3	CD44	5	174	0.1233	-0.2113	0.3347	0.14649131207520197	0.9962269014109203	False
ZNHIT6	CHI3L1	5	174	1.408	0.1231	1.2848	0.14398483648937677	0.9962269014109203	False
PKHD1	CHI3L1	24	155	0.8624	0.1356	0.7268	0.2967085827917032	0.9962269014109203	False
BRCA2	CHI3L1	10	169	1.5348	0.1356	1.3992	0.20566717961735548	0.9962269014109203	False
KIF21B	CD44	5	174	0.8239	-0.1904	1.0143	0.33517143799739624	0.9962269014109203	False
KCNU1	CHI3L1	6	173	2.1723	0.1356	2.0367	0.095434711010561	0.9962269014109203	False
IKZF4	CD44	6	173	1.4924	-0.2	1.6924	0.05342163525184025	0.9962269014109203	False
IKZF4	CHI3L1	6	173	3.1419	0.1356	3.0063	0.1736415343111425	0.9962269014109203	False
NCOR2	CD44	10	169	-0.3094	-0.1798	-0.1296	0.3843644035894276	0.9962269014109203	False
SMG1	CD44	10	169	0.622	-0.1808	0.8028	0.21481020632271786	0.9962269014109203	False
RALGAPB	CD44	8	171	0.8263	-0.2	1.0263	0.18016280332410112	0.9962269014109203	False
PLEKHA8	CD44	6	173	-0.4441	-0.1724	-0.2717	0.4072354851004348	0.9962269014109203	False
PLEKHA8	CHI3L1	6	173	0.7593	0.1547	0.6046	0.2962872916294637	0.9962269014109203	False
C17orf70	CHI3L1	5	174	-0.679	0.157	-0.8361	0.3997755716088698	0.9962269014109203	False
RFX6	CHI3L1	6	173	-0.7685	0.1726	-0.9411	0.12922620490047906	0.9962269014109203	False
MOV10L1	CD44	6	173	-2.1807	-0.1724	-2.0083	0.06251605438862466	0.9962269014109203	False
ATP8A2	CHI3L1	9	170	1.408	0.1452	1.2628	0.38537826768390104	0.9962269014109203	False
KNDC1	CD44	8	171	1.1696	-0.2	1.3696	0.20934267319605304	0.9962269014109203	False
KNDC1	CHI3L1	8	171	1.3632	0.1107	1.2525	0.1235948405808045	0.9962269014109203	False
NCAN	CHI3L1	5	174	2.6294	0.1231	2.5063	0.06419466084845066	0.9962269014109203	False
ITGAD	CHI3L1	9	170	1.3684	0.1231	1.2452	0.24132772751593679	0.9962269014109203	False
NCOR2	CHI3L1	10	169	1.2908	0.1356	1.1552	0.17589591764253687	0.9962269014109203	False
DHX36	CD44	6	173	0.2756	-0.1808	0.4564	0.2745353333724114	0.9962269014109203	False
ABLIM3	CHI3L1	7	172	1.2402	0.1452	1.095	0.4361813237709152	0.9962269014109203	False
DGKI	CD44	5	174	-1.5738	-0.1761	-1.3976	0.14398483648937677	0.9962269014109203	False
DGKI	CHI3L1	5	174	2.6294	0.1452	2.4843	0.33081424649745245	0.9962269014109203	False
MED13	CD44	8	171	0.2575	-0.1808	0.4383	0.40330557418334323	0.9962269014109203	False
HOOK2	CD44	8	171	1.4464	-0.2	1.6464	0.29295686571069873	0.9962269014109203	False
SON	CD44	5	174	-0.8116	-0.1761	-0.6355	0.297206719109331	0.9962269014109203	False
DIS3L2	CD44	5	174	4.0235	-0.2113	4.2348	0.010042909706926879	0.9962269014109203	False
BRD4	CD44	10	169	-0.5978	-0.1798	-0.418	0.21714105929622818	0.9962269014109203	False
BRD4	CHI3L1	10	169	0.6904	0.1547	0.5357	0.38094108058420684	0.9962269014109203	False
HMHA1	CHI3L1	8	171	-0.6915	0.1594	-0.8508	0.28029890207762104	0.9962269014109203	False
NPR2	CD44	6	173	0.4434	-0.1808	0.6242	0.3230080055731855	0.9962269014109203	False
PCDHGA12	CHI3L1	8	171	2.3791	0.1107	2.2685	0.031096349249281355	0.9962269014109203	False
SLC5A11	CD44	5	174	0.8239	-0.1904	1.0143	0.4345508357200731	0.9962269014109203	False
CNTNAP3	CD44	7	172	2.0688	-0.2248	2.2937	0.019753675365880796	0.9962269014109203	False
RIF1	CHI3L1	7	172	-0.7039	0.166	-0.8699	0.2889557190089057	0.9962269014109203	False
ELFN1	CHI3L1	9	170	1.1736	0.0915	1.0822	0.14552621830348386	0.9962269014109203	False
CDK5RAP2	CD44	9	170	-0.1808	-0.1899	0.0091	0.43797600121511027	0.9962269014109203	False
CDK5RAP2	CHI3L1	9	170	0.8745	0.1452	0.7294	0.3926467187763416	0.9962269014109203	False
PPP2R2C	CD44	5	174	-0.8866	-0.1803	-0.7063	0.3137323428394351	0.9962269014109203	False
NEO1	CHI3L1	7	172	1.1736	0.1231	1.0505	0.2148827339439351	0.9962269014109203	False
KRTAP10-7	CHI3L1	6	173	1.7855	0.1356	1.6499	0.16103040682975386	0.9962269014109203	False
PKDREJ	CD44	5	174	2.0688	-0.1904	2.2592	0.24019059991723896	0.9962269014109203	False
TDRD15	CD44	5	174	0.8168	-0.1904	1.0072	0.4095461783497796	0.9962269014109203	False
TDRD15	CHI3L1	5	174	1.1736	0.1452	1.0285	0.3529456528583059	0.9962269014109203	False
ABCC5	CD44	5	174	1.5153	-0.1904	1.7057	0.3264917205061621	0.9962269014109203	False
EPC1	CD44	5	174	2.0688	-0.2248	2.2937	0.0011623646676932615	0.9962269014109203	False
EPC1	CHI3L1	5	174	1.7477	0.1231	1.6246	0.3666373999262974	0.9962269014109203	False
BRPF3	CHI3L1	7	172	1.6176	0.0915	1.5261	0.06247105731435827	0.9962269014109203	False
USP32	CD44	7	172	0.8239	-0.2113	1.0353	0.16872399743499755	0.9962269014109203	False
C3orf20	CD44	9	170	0.8239	-0.1904	1.0143	0.3781926341826607	0.9962269014109203	False
CAMSAP3	CD44	9	170	-0.7401	-0.1606	-0.5795	0.13147142995023145	0.9962269014109203	False
SHROOM1	CD44	5	174	-0.2727	-0.1803	-0.0923	0.4294844113191032	0.9962269014109203	False
SHROOM1	CHI3L1	5	174	3.7839	0.1231	3.6608	0.04102221150083276	0.9962269014109203	False
AGAP2	CHI3L1	14	165	-0.5925	0.2217	-0.8142	0.09964750525124899	0.9962269014109203	False
FTHL17	CHI3L1	5	174	1.8132	0.1231	1.69	0.2001483712509759	0.9962269014109203	False
CAMSAP1	CD44	6	173	0.8981	-0.1808	1.0789	0.3389245971083646	0.9962269014109203	False
CAMSAP1	CHI3L1	6	173	1.1412	0.1356	1.0056	0.3679033645239788	0.9962269014109203	False
FLG	CD44	33	146	-0.45	-0.1761	-0.2739	0.34760112507038765	0.9962269014109203	False
ARID4B	CHI3L1	5	174	-0.7039	0.166	-0.8699	0.1848925491512326	0.9962269014109203	False
COL19A1	CHI3L1	10	169	1.452	0.1107	1.3414	0.08356871173488971	0.9962269014109203	False
INTS7	CD44	7	172	-0.8116	-0.1761	-0.6355	0.4449200564969667	0.9962269014109203	False
GNAS	CHI3L1	12	167	1.2136	0.1356	1.078	0.2546496777375411	0.9962269014109203	False
STAT1	CD44	5	174	-0.8116	-0.1761	-0.6355	0.3620392383049989	0.9962269014109203	False
LYST	CD44	14	165	-0.7759	-0.1381	-0.6378	0.032289927319693185	0.9962269014109203	False
RIF1	CD44	7	172	-0.45	-0.1606	-0.2894	0.15067295304796283	0.9962269014109203	False
DST	CHI3L1	19	160	1.1736	0.0463	1.1273	0.24835997854300185	0.9962269014109203	False
PBRM1	CD44	8	171	0.7008	-0.2	0.9008	0.2865825142775976	0.9962269014109203	False
PBRM1	CHI3L1	8	171	1.2908	0.1107	1.1801	0.05900205712558126	0.9962269014109203	False
UTP20	CHI3L1	10	169	-0.8194	0.1594	-0.9787	0.4416612244766277	0.9962269014109203	False
ACO2	CHI3L1	5	174	1.408	0.0915	1.3165	0.06839823063176105	0.9962269014109203	False
OTOP3	CD44	5	174	-0.5108	-0.1761	-0.3347	0.40464420958681707	0.9962269014109203	False
KIAA1239	CHI3L1	8	171	1.4786	0.1107	1.368	0.1755969958822206	0.9962269014109203	False
FLG	CHI3L1	33	146	0.4402	0.1452	0.295	0.31610733598040297	0.9962269014109203	False
ABCC3	CD44	12	167	1.0175	-0.2227	1.2402	0.06287202256397773	0.9962269014109203	False
ABCC3	CHI3L1	12	167	1.0867	0.0723	1.0144	0.26193685060916383	0.9962269014109203	False
CILP2	CHI3L1	11	168	0.8977	0.1452	0.7525	0.3628505471864524	0.9962269014109203	False
TESPA1	CD44	5	174	1.5153	-0.2248	1.7402	0.033034512291775335	0.9962269014109203	False
TESPA1	CHI3L1	5	174	2.9618	0.0915	2.8703	0.003834929062685626	0.9962269014109203	False
NEFH	CD44	6	173	2.2691	-0.2	2.4691	0.12508974554960348	0.9962269014109203	False
GRM1	CHI3L1	8	171	1.5094	0.1356	1.3738	0.29942200110225276	0.9962269014109203	False
ENPP3	CHI3L1	6	173	2.6683	0.1356	2.5327	0.09213847472163095	0.9962269014109203	False
KANK3	CD44	5	174	1.4207	-0.2113	1.632	0.04399843795883285	0.9962269014109203	False
KANK3	CHI3L1	5	174	1.5527	0.1231	1.4296	0.28123820709143654	0.9962269014109203	False
EYS	CD44	11	168	0.7327	-0.1904	0.9231	0.4054848161694675	0.9962269014109203	False
PANX3	CD44	5	174	0.8239	-0.1904	1.0143	0.42445056467583714	0.9962269014109203	False
SNX18	CD44	5	174	0.8239	-0.1904	1.0143	0.1732796576386891	0.9962269014109203	False
SNX18	CHI3L1	5	174	1.5527	0.1231	1.4296	0.1120424141458709	0.9962269014109203	False
SYCP2	CD44	5	174	-0.5108	-0.1761	-0.3347	0.1732796576386891	0.9962269014109203	False
SYCP2	CHI3L1	5	174	1.4046	0.1452	1.2594	0.297206719109331	0.9962269014109203	False
SEMA6C	CD44	7	172	0.8239	-0.1904	1.0143	0.4361813237709152	0.9962269014109203	False
SEMA6C	CHI3L1	7	172	1.5527	0.1231	1.4296	0.159514284354887	0.9962269014109203	False
C3orf20	CHI3L1	9	170	1.408	0.0915	1.3165	0.10943484393123151	0.9962269014109203	False
DAGLA	CD44	5	174	-0.8116	-0.1761	-0.6355	0.2001483712509759	0.9962269014109203	False
SLC4A8	CD44	10	169	1.2157	-0.2227	1.4384	0.17389928593036508	0.9962269014109203	False
DST	CD44	19	160	0.8239	-0.1904	1.0143	0.31065235648177136	0.9962269014109203	False
TIAM1	CD44	6	173	1.819	-0.2	2.0189	0.13133166878675023	0.9962269014109203	False
ITGA2	CD44	6	173	0.9445	-0.2	1.1445	0.24063952430758279	0.9962269014109203	False
ARRDC3	CHI3L1	7	172	-1.1219	0.157	-1.279	0.34650682687431567	0.9962269014109203	False
OR4M2	CHI3L1	7	172	-1.0988	0.1972	-1.296	0.046617562435161186	0.9962269014109203	False
GNAT3	CD44	5	174	-0.2922	-0.1606	-0.1315	0.3137323428394351	0.9962269014109203	False
GNAT3	CHI3L1	5	174	1.408	0.1231	1.2848	0.3222038586418237	0.9962269014109203	False
SCN2A	CD44	8	171	1.5658	-0.2227	1.7885	0.04891783004123914	0.9962269014109203	False
DMD	CD44	15	164	0.5082	-0.237	0.7452	0.0649716278353779	0.9962269014109203	False
RALGAPA1	CHI3L1	5	174	1.1736	0.1452	1.0285	0.33081424649745245	0.9962269014109203	False
TUB	CD44	5	174	2.0688	-0.2113	2.2802	0.07743314765153651	0.9962269014109203	False
TUB	CHI3L1	5	174	2.9618	0.1231	2.8386	0.058901953812952414	0.9962269014109203	False
HMGCLL1	CD44	5	174	-0.2727	-0.1803	-0.0923	0.3666373999262974	0.9962269014109203	False
SPN	CD44	5	174	0.8239	-0.2113	1.0353	0.141509063692335	0.9962269014109203	False
SPN	CHI3L1	5	174	1.5527	0.1231	1.4296	0.11840401927014853	0.9962269014109203	False
ATR	CHI3L1	6	173	1.0241	0.1356	0.8884	0.41628736374475256	0.9962269014109203	False
ENPP3	CD44	6	173	1.4464	-0.2	1.6464	0.14000519654118362	0.9962269014109203	False
DSG3	CD44	7	172	1.5153	-0.1904	1.7057	0.06471949241820739	0.9962269014109203	False
DSG3	CHI3L1	7	172	0.8745	0.1452	0.7294	0.35802431952361263	0.9962269014109203	False
NBPF1	CD44	17	162	0.1233	-0.2248	0.3481	0.09680829788098652	0.9962269014109203	False
DCHS2	CD44	14	165	0.87	-0.2	1.07	0.17324812948763813	0.9962269014109203	False
ZNF420	CD44	5	174	0.8239	-0.2113	1.0353	0.08227631810764156	0.9962269014109203	False
DOCK2	CD44	8	171	0.2884	-0.1808	0.4692	0.39553983513059743	0.9962269014109203	False
GPATCH2L	CHI3L1	6	173	2.0911	0.1107	1.9804	0.05670166446817552	0.9962269014109203	False
CHD5	CHI3L1	9	170	-0.7039	0.1972	-0.9011	0.26602390970299905	0.9962269014109203	False
C11orf53	CD44	5	174	2.0688	-0.2113	2.2802	0.02990688312973293	0.9962269014109203	False
C11orf53	CHI3L1	5	174	2.7499	0.1231	2.6268	0.07902290989566733	0.9962269014109203	False
DICER1	CD44	8	171	0.6756	-0.1808	0.8564	0.34011764260766786	0.9962269014109203	False
DICER1	CHI3L1	8	171	-0.6651	0.1726	-0.8377	0.3802716585582032	0.9962269014109203	False
TBC1D2B	CD44	5	174	2.0688	-0.1904	2.2592	0.0944615269572793	0.9962269014109203	False
ZNF300	CD44	5	174	2.0688	-0.1904	2.2592	0.22972064358605268	0.9962269014109203	False
ZNF300	CHI3L1	5	174	-1.0398	0.157	-1.1968	0.41944949475528925	0.9962269014109203	False
ANKRD35	CHI3L1	8	171	1.8525	0.1356	1.7169	0.32963811574084806	0.9962269014109203	False
PLK5	CHI3L1	6	173	2.7956	0.1356	2.66	0.1467785074486696	0.9962269014109203	False
