gene	target	n_mut	n_wt	med_fc_mut	med_fc_wt	effect	p_value	q_value	sig
ANKAR	CD44	5	174	2.0688	-0.2113	2.2802	0.03385558563811389	0.9962269014109203	False
APOB	CD44	16	163	0.5194	-0.2269	0.7463	0.07471444272952024	0.9962269014109203	False
APOB	CHI3L1	16	163	0.7817	0.0723	0.7094	0.15613623111110145	0.9962269014109203	False
KDM3B	CD44	7	172	-0.8116	-0.1761	-0.6355	0.2855764622350491	0.9962269014109203	False
BICC1	CD44	7	172	-0.5917	-0.1761	-0.4156	0.34650682687431567	0.9962269014109203	False
BICC1	CHI3L1	7	172	-1.1446	0.166	-1.3105	0.15504797359979652	0.9962269014109203	False
MUC3A	CD44	12	167	0.9554	-0.2269	1.1824	0.01735064273664741	0.9962269014109203	False
MUC3A	CHI3L1	12	167	2.0421	0.0723	1.9698	0.025798560650797428	0.9962269014109203	False
MYH6	CHI3L1	9	170	1.408	0.1231	1.2848	0.19233784562325396	0.9962269014109203	False
KEL	CD44	6	173	-1.1085	-0.1798	-0.9287	0.3982959584168496	0.9962269014109203	False
KRT33A	CD44	5	174	-0.4865	-0.1643	-0.3222	0.1319099026172646	0.9962269014109203	False
NAALAD2	CHI3L1	5	174	-0.7039	0.166	-0.8699	0.45513931399046137	0.9966746146857162	False
VWA5A	CD44	7	172	-0.1724	-0.1904	0.018	0.4537534696226967	0.9966746146857162	False
PTPRG	CD44	6	173	0.7364	-0.2	0.9363	0.4536003761109614	0.9966746146857162	False
SLC12A9	CHI3L1	5	174	1.5527	0.1452	1.4075	0.44994413849965714	0.9966746146857162	False
ZFYVE16	CD44	5	174	0.8239	-0.1904	1.0143	0.45513931399046137	0.9966746146857162	False
TLE6	CD44	6	173	-0.1933	-0.1808	-0.0125	0.4488408179863967	0.9966746146857162	False
CTC1	CD44	5	174	1.5153	-0.1904	1.7057	0.44994413849965714	0.9966746146857162	False
ACIN1	CHI3L1	5	174	1.1736	0.1452	1.0285	0.44994413849965714	0.9966746146857162	False
COMP	CD44	6	173	0.87	-0.2	1.07	0.4488408179863967	0.9966746146857162	False
ZNF229	CHI3L1	6	173	-1.3795	0.1547	-1.5342	0.4536003761109614	0.9966746146857162	False
FBLN2	CD44	9	170	-0.5204	-0.1606	-0.3598	0.4458131869738148	0.9966746146857162	False
CD248	CHI3L1	5	174	-0.679	0.157	-0.8361	0.44994413849965714	0.9966746146857162	False
SMARCD3	CD44	5	174	-0.8866	-0.1803	-0.7063	0.45513931399046137	0.9966746146857162	False
ACTN1	CHI3L1	6	173	1.6891	0.1356	1.5534	0.4488408179863967	0.9966746146857162	False
GUCY2C	CHI3L1	5	174	-1.0398	0.157	-1.1968	0.45513931399046137	0.9966746146857162	False
GSG2	CD44	5	174	-0.309	-0.1761	-0.1329	0.45513931399046137	0.9966746146857162	False
MAP3K12	CHI3L1	9	170	-0.3656	0.157	-0.5227	0.4537296540008562	0.9966746146857162	False
LRP2	CHI3L1	30	149	0.2248	0.1547	0.0701	0.4456277034910491	0.9966746146857162	False
CNKSR3	CD44	6	173	0.8094	-0.1808	0.9902	0.4536003761109614	0.9966746146857162	False
NCF2	CD44	5	174	2.0688	-0.1904	2.2592	0.45513931399046137	0.9966746146857162	False
ZNF407	CHI3L1	10	169	-0.4438	0.1726	-0.6163	0.449152002876562	0.9966746146857162	False
HSP90B1	CHI3L1	5	174	-0.7039	0.166	-0.8699	0.45513931399046137	0.9966746146857162	False
EIF4A1	CD44	5	174	-0.4865	-0.1803	-0.3062	0.44994413849965714	0.9966746146857162	False
NPAP1	CD44	12	167	0.2858	-0.1808	0.4666	0.45163634825723264	0.9966746146857162	False
ANK1	CHI3L1	7	172	1.408	0.1452	1.2628	0.4537534696226967	0.9966746146857162	False
ABCC5	CHI3L1	5	174	1.408	0.1452	1.2628	0.44994413849965714	0.9966746146857162	False
DNAH7	CD44	11	168	-0.2571	-0.1803	-0.0767	0.45459401738946614	0.9966746146857162	False
ALS2	CD44	6	173	0.557	-0.1808	0.7378	0.4488408179863967	0.9966746146857162	False
AARS2	CHI3L1	8	171	1.2472	0.1356	1.1115	0.45170977646009186	0.9966746146857162	False
DNAH10	CD44	9	170	-0.8866	-0.1761	-0.7105	0.4537296540008562	0.9966746146857162	False
LMO7	CD44	6	173	-0.5603	-0.1798	-0.3805	0.4536003761109614	0.9966746146857162	False
GPR124	CD44	7	172	-0.45	-0.1606	-0.2894	0.4493249816936015	0.9966746146857162	False
ITGB7	CHI3L1	5	174	-0.7039	0.157	-0.8609	0.45513931399046137	0.9966746146857162	False
DLGAP1	CHI3L1	7	172	0.9416	0.1452	0.7965	0.4537534696226967	0.9966746146857162	False
CHD2	CHI3L1	8	171	-0.962	0.1547	-1.1167	0.45170977646009186	0.9966746146857162	False
ZNF423	CD44	5	174	1.5153	-0.1904	1.7057	0.44994413849965714	0.9966746146857162	False
KCNH7	CD44	8	171	-0.8491	-0.1798	-0.6693	0.447559402759017	0.9966746146857162	False
DLX6	CHI3L1	7	172	-0.7039	0.166	-0.8699	0.4493249816936015	0.9966746146857162	False
VWA5B1	CHI3L1	9	170	1.1736	0.1452	1.0285	0.4497615465188921	0.9966746146857162	False
INHBE	CHI3L1	5	174	-0.679	0.157	-0.8361	0.44994413849965714	0.9966746146857162	False
STAG1	CD44	7	172	0.3907	-0.1904	0.5811	0.4537534696226967	0.9966746146857162	False
HTT	CD44	13	166	-0.45	-0.1761	-0.2739	0.45137388448939386	0.9966746146857162	False
NUP210	CD44	6	173	-0.5421	-0.1798	-0.3623	0.4536003761109614	0.9966746146857162	False
WDR52	CD44	5	174	-0.9617	-0.1761	-0.7856	0.45513931399046137	0.9966746146857162	False
LLGL1	CD44	7	172	-0.45	-0.1761	-0.2739	0.4493249816936015	0.9966746146857162	False
ABCC12	CHI3L1	8	171	1.3241	0.1356	1.1885	0.447559402759017	0.9966746146857162	False
TMC2	CHI3L1	6	173	1.6233	0.1356	1.4876	0.4536003761109614	0.9966746146857162	False
MUC12	CHI3L1	34	145	0.3309	0.1356	0.1953	0.45204441257939043	0.9966746146857162	False
CACNA1S	CHI3L1	8	171	-0.8718	0.1594	-1.0312	0.447559402759017	0.9966746146857162	False
PIK3CA	CHI3L1	30	149	0.8984	0.0723	0.8261	0.45024854515420776	0.9966746146857162	False
SPG7	CD44	5	174	-0.45	-0.1761	-0.2739	0.45513931399046137	0.9966746146857162	False
CNOT1	CD44	11	168	-0.45	-0.1803	-0.2697	0.44737976646029365	0.9966746146857162	False
ADAM10	CD44	5	174	0.916	-0.1904	1.1064	0.45513931399046137	0.9966746146857162	False
SRCRB4D	CD44	6	173	0.8799	-0.1808	1.0607	0.4488408179863967	0.9966746146857162	False
PDE4C	CD44	6	173	-1.0119	-0.1798	-0.8321	0.4488408179863967	0.9966746146857162	False
LTB4R2	CD44	5	174	-0.8866	-0.1761	-0.7105	0.44994413849965714	0.9966746146857162	False
UGT2A3	CHI3L1	6	173	-0.6241	0.1594	-0.7835	0.4536003761109614	0.9966746146857162	False
ITPR1	CHI3L1	7	172	-1.1446	0.157	-1.3016	0.4493249816936015	0.9966746146857162	False
ZZEF1	CHI3L1	9	170	-0.3656	0.166	-0.5316	0.4537296540008562	0.9966746146857162	False
SLFN13	CHI3L1	5	174	0.8745	0.1452	0.7294	0.44994413849965714	0.9966746146857162	False
PFAS	CD44	5	174	-0.309	-0.1803	-0.1287	0.44994413849965714	0.9966746146857162	False
UGT3A2	CD44	5	174	0.4663	-0.2113	0.6776	0.4603662575618969	0.9969491716957521	False
USP35	CHI3L1	5	174	-0.679	0.157	-0.8361	0.4603662575618969	0.9969491716957521	False
COL15A1	CHI3L1	8	171	1.3964	0.1356	1.2608	0.4558810002777206	0.9969491716957521	False
ATP2C2	CHI3L1	5	174	1.1736	0.1452	1.0285	0.4603662575618969	0.9969491716957521	False
RRBP1	CHI3L1	8	171	0.5997	0.1547	0.4451	0.4600729833760801	0.9969491716957521	False
ZFYVE26	CHI3L1	8	171	1.1215	0.1356	0.9858	0.4600729833760801	0.9969491716957521	False
TRIM66	CHI3L1	8	171	1.2105	0.1547	1.0558	0.4600729833760801	0.9969491716957521	False
ZNF12	CD44	5	174	0.6213	-0.1904	0.8117	0.4603662575618969	0.9969491716957521	False
USP25	CHI3L1	10	169	1.1412	0.1356	1.0056	0.4567143340255372	0.9969491716957521	False
COL1A1	CHI3L1	10	169	1.2136	0.1356	1.078	0.4605221701158855	0.9969491716957521	False
WBSCR17	CHI3L1	5	174	-0.9349	0.157	-1.0919	0.4603662575618969	0.9969491716957521	False
ABCA4	CD44	10	169	0.1701	-0.1808	0.3509	0.4567143340255372	0.9969491716957521	False
PRSS23	CD44	5	174	0.916	-0.1904	1.1064	0.4603662575618969	0.9969491716957521	False
TANC2	CHI3L1	6	173	-0.6915	0.1594	-0.8508	0.4583868247669672	0.9969491716957521	False
MUC4	CD44	6	173	-0.5603	-0.1798	-0.3805	0.4583868247669672	0.9969491716957521	False
SMARCA4	CHI3L1	10	169	-0.5348	0.1594	-0.6941	0.4567143340255372	0.9969491716957521	False
NAV2	CHI3L1	8	171	-0.6915	0.1726	-0.8641	0.4558810002777206	0.9969491716957521	False
ZFAT	CHI3L1	10	169	1.0241	0.1356	0.8884	0.4605221701158855	0.9969491716957521	False
DYNC1H1	CHI3L1	13	166	0.2217	0.1452	0.0766	0.45808111353389247	0.9969491716957521	False
MTFMT	CD44	5	174	0.916	-0.1904	1.1064	0.4603662575618969	0.9969491716957521	False
FOXA2	CHI3L1	5	174	0.7654	0.1452	0.6202	0.4603662575618969	0.9969491716957521	False
FAM230A	CHI3L1	7	172	1.1736	0.1452	1.0285	0.4582054115509272	0.9969491716957521	False
DENND5B	CHI3L1	8	171	1.2908	0.1356	1.1552	0.4558810002777206	0.9969491716957521	False
AFG3L2	CHI3L1	7	172	-0.2085	0.157	-0.3655	0.4582054115509272	0.9969491716957521	False
DNAH12	CD44	13	166	0.1967	-0.2113	0.408	0.45808111353389247	0.9969491716957521	False
PAFAH2	CD44	5	174	-0.45	-0.1761	-0.2739	0.4603662575618969	0.9969491716957521	False
FAM83H	CD44	7	172	-0.3557	-0.1606	-0.1951	0.4582054115509272	0.9969491716957521	False
TAF2	CD44	5	174	-0.1724	-0.1904	0.018	0.4603662575618969	0.9969491716957521	False
PTPRJ	CHI3L1	7	172	1.408	0.1452	1.2628	0.4582054115509272	0.9969491716957521	False
COL6A5	CD44	11	168	0.3615	-0.1904	0.5519	0.45822558227376087	0.9969491716957521	False
STRN3	CHI3L1	5	174	1.408	0.1452	1.2628	0.4603662575618969	0.9969491716957521	False
BTAF1	CD44	5	174	-0.309	-0.1803	-0.1287	0.4603662575618969	0.9969491716957521	False
ZNF469	CHI3L1	16	163	0.4876	0.1356	0.352	0.4619516332751208	0.9979453877154177	False
FBXO40	CHI3L1	6	173	-0.3909	0.1594	-0.5502	0.46319998066456486	0.9979453877154177	False
MYO5A	CD44	7	172	0.8239	-0.1904	1.0143	0.4626806928959395	0.9979453877154177	False
PLXNB1	CD44	7	172	0.916	-0.1904	1.1064	0.4626806928959395	0.9979453877154177	False
PCDHA9	CHI3L1	5	174	-0.0282	0.157	-0.1852	0.4656247329430092	0.9979453877154177	False
IL10RA	CD44	5	174	0.8239	-0.1904	1.0143	0.4656247329430092	0.9979453877154177	False
SRCIN1	CD44	7	172	-0.45	-0.1761	-0.2739	0.4626806928959395	0.9979453877154177	False
TNRC18	CHI3L1	12	167	0.3452	0.1547	0.1906	0.46210409621731496	0.9979453877154177	False
TAF5L	CD44	5	174	0.135	-0.1904	0.3254	0.4656247329430092	0.9979453877154177	False
CLIP1	CHI3L1	6	173	-0.4562	0.1594	-0.6155	0.46319998066456486	0.9979453877154177	False
SPICE1	CD44	5	174	-0.1724	-0.1904	0.018	0.4656247329430092	0.9979453877154177	False
EIF4G1	CD44	9	170	-0.309	-0.1803	-0.1287	0.4657517036931548	0.9979453877154177	False
SRRM2	CHI3L1	10	169	-0.4402	0.1594	-0.5996	0.46434769684878774	0.9979453877154177	False
NETO2	CD44	5	174	-0.8866	-0.1803	-0.7063	0.4656247329430092	0.9979453877154177	False
NFAT5	CHI3L1	8	171	-0.5543	0.1726	-0.7269	0.46428562973053233	0.9979453877154177	False
UNC5A	CD44	5	174	0.8239	-0.1904	1.0143	0.4656247329430092	0.9979453877154177	False
FAM47C	CD44	15	164	-0.1381	-0.1904	0.0523	0.4645264478805857	0.9979453877154177	False
TINAG	CD44	5	174	0.5082	-0.1904	0.6986	0.4656247329430092	0.9979453877154177	False
COG7	CD44	8	171	-0.1585	-0.1808	0.0223	0.46428562973053233	0.9979453877154177	False
GORAB	CHI3L1	5	174	0.8745	0.1452	0.7294	0.4656247329430092	0.9979453877154177	False
CACNA1D	CD44	12	167	-0.0302	-0.1808	0.1506	0.46562320526404855	0.9979453877154177	False
RC3H1	CHI3L1	9	170	-0.679	0.166	-0.845	0.4657517036931548	0.9979453877154177	False
SETBP1	CHI3L1	5	174	1.408	0.1452	1.2628	0.4656247329430092	0.9979453877154177	False
PKD1L1	CD44	12	167	-0.09	-0.1808	0.0908	0.46562320526404855	0.9979453877154177	False
HERC1	CHI3L1	16	163	-0.6915	0.1726	-0.8641	0.4650350688877589	0.9979453877154177	False
RFX5	CHI3L1	6	173	1.1412	0.1356	1.0056	0.46319998066456486	0.9979453877154177	False
TGM1	CHI3L1	5	174	-0.679	0.166	-0.845	0.4656247329430092	0.9979453877154177	False
SNX29	CD44	6	173	-1.0616	-0.1798	-0.8818	0.46319998066456486	0.9979453877154177	False
TNRC6C	CD44	8	171	0.5327	-0.1808	0.7135	0.46428562973053233	0.9979453877154177	False
DVL3	CD44	6	173	0.3035	-0.1808	0.4843	0.4926318447325704	0.9983602169282543	False
CPZ	CHI3L1	5	174	-0.2085	0.157	-0.3655	0.5654230224877583	0.9983602169282543	False
CPZ	CD44	5	174	-0.3111	-0.1803	-0.1308	0.536759786760904	0.9983602169282543	False
RP1	CD44	9	170	1.756	-0.1904	1.9464	0.595156045150679	0.9983602169282543	False
ZNF608	CHI3L1	8	171	-0.4438	0.1594	-0.6031	0.5901750153647961	0.9983602169282543	False
MYH1	CHI3L1	13	166	0.8745	0.1452	0.7294	0.557618402653008	0.9983602169282543	False
MUC22	CD44	13	166	-0.4389	-0.1761	-0.2628	0.6425733782684228	0.9983602169282543	False
SBNO2	CHI3L1	7	172	-0.2085	0.157	-0.3655	0.6225513098439904	0.9983602169282543	False
SULF1	CD44	6	173	-0.8731	-0.1808	-0.6923	0.4827169550524556	0.9983602169282543	False
WDR86	CHI3L1	5	174	2.6294	0.1452	2.4843	0.655290975072682	0.9983602169282543	False
CLSTN1	CHI3L1	7	172	-0.4048	0.166	-0.5707	0.5817590165733253	0.9983602169282543	False
AKAP11	CD44	9	170	-0.008	-0.1904	0.1824	0.5860416230076372	0.9983602169282543	False
SZT2	CD44	19	160	-0.2523	-0.1761	-0.0762	0.572554777569354	0.9983602169282543	False
ACR	CD44	5	174	1.756	-0.1904	1.9464	0.5654230224877583	0.9983602169282543	False
PRRC2A	CHI3L1	8	171	1.0334	0.1356	0.8977	0.64344019542897	0.9983602169282543	False
PRRC2A	CD44	8	171	-0.652	-0.1798	-0.4722	0.5344123924237134	0.9983602169282543	False
IL12RB2	CD44	5	174	-0.45	-0.1803	-0.2697	0.588839404324723	0.9983602169282543	False
MEX3A	CD44	5	174	-0.45	-0.1803	-0.2697	0.655290975072682	0.9983602169282543	False
RIMBP2	CD44	6	173	0.2582	-0.1808	0.439	0.6527804732563632	0.9983602169282543	False
MYH10	CHI3L1	6	173	-0.8235	0.1594	-0.9828	0.5917258301437284	0.9983602169282543	False
SMARCC1	CHI3L1	5	174	1.408	0.1452	1.2628	0.655290975072682	0.9983602169282543	False
SMARCC1	CD44	5	174	-0.2727	-0.1803	-0.0923	0.525490692976216	0.9983602169282543	False
FAM71B	CHI3L1	6	173	0.6731	0.1547	0.5184	0.5917258301437284	0.9983602169282543	False
UNC80	CHI3L1	14	165	-0.4242	0.1594	-0.5836	0.5818765799720151	0.9983602169282543	False
UNC80	CD44	14	165	-0.8891	-0.1798	-0.7092	0.6154591014989743	0.9983602169282543	False
TNR	CHI3L1	8	171	0.5481	0.1356	0.4125	0.5997133413593002	0.9983602169282543	False
DDX1	CD44	6	173	0.8981	-0.1808	1.0789	0.5917258301437284	0.9983602169282543	False
BDP1	CHI3L1	8	171	0.0541	0.1547	-0.1006	0.5573332625270687	0.9983602169282543	False
ZFHX4	CHI3L1	12	167	-0.3732	0.1726	-0.5458	0.5053000685286302	0.9983602169282543	False
GBP4	CHI3L1	5	174	-0.0617	0.157	-0.2188	0.588839404324723	0.9983602169282543	False
CNOT3	CHI3L1	5	174	-0.679	0.157	-0.8361	0.542436914929731	0.9983602169282543	False
SP140	CHI3L1	5	174	1.408	0.1452	1.2628	0.4923834575899786	0.9983602169282543	False
TRPM2	CHI3L1	7	172	-0.2085	0.157	-0.3655	0.5519742982601411	0.9983602169282543	False
CDYL2	CD44	5	174	0.916	-0.1904	1.1064	0.4923834575899786	0.9983602169282543	False
PKN1	CHI3L1	5	174	-0.2085	0.166	-0.3744	0.6307945420525201	0.9983602169282543	False
UBR4	CHI3L1	18	161	-0.3702	0.1594	-0.5296	0.6027867888612277	0.9983602169282543	False
DGKH	CD44	7	172	-0.2727	-0.1803	-0.0923	0.596915840625611	0.9983602169282543	False
NUPL2	CD44	7	172	-0.8866	-0.1761	-0.7105	0.6644842922943879	0.9983602169282543	False
DOPEY1	CD44	7	172	0.6488	-0.1904	0.8392	0.5470808431426926	0.9983602169282543	False
HMCN1	CD44	24	155	-0.2263	-0.1808	-0.0454	0.6460064511633635	0.9983602169282543	False
GCSAML	CHI3L1	5	174	-0.992	0.157	-1.1491	0.6186853530370966	0.9983602169282543	False
WHSC1L1	CHI3L1	5	174	0.8745	0.1452	0.7294	0.5829460219107736	0.9983602169282543	False
ITGAE	CHI3L1	5	174	0.437	0.1452	0.2918	0.655290975072682	0.9983602169282543	False
MYH10	CD44	6	173	-0.1751	-0.1808	0.0057	0.6191708420133232	0.9983602169282543	False
POLR1A	CD44	10	169	-0.3795	-0.1798	-0.1997	0.5956108994757296	0.9983602169282543	False
SPATA31D1	CHI3L1	6	173	-0.6058	0.1594	-0.7652	0.6302945234845961	0.9983602169282543	False
PKN1	CD44	5	174	-0.45	-0.1803	-0.2697	0.6126666931308559	0.9983602169282543	False
MYBPC2	CHI3L1	5	174	-0.0617	0.157	-0.2188	0.6066724617069378	0.9983602169282543	False
EXD3	CD44	5	174	0.8239	-0.1904	1.0143	0.525490692976216	0.9983602169282543	False
ITSN1	CHI3L1	8	171	-0.4562	0.1594	-0.6155	0.5435255526708691	0.9983602169282543	False
CRAMP1L	CHI3L1	5	174	-0.7039	0.166	-0.8699	0.47091459091003746	0.9983602169282543	False
DENND4B	CD44	8	171	0.776	-0.2	0.976	0.498718614423651	0.9983602169282543	False
CAPN2	CD44	6	173	-0.6901	-0.1798	-0.5103	0.5917258301437284	0.9983602169282543	False
CDH1	CHI3L1	9	170	1.1736	0.1452	1.0285	0.5241281530143884	0.9983602169282543	False
KLF10	CD44	5	174	-0.2727	-0.1803	-0.0923	0.6801394753041101	0.9983602169282543	False
A1BG	CD44	5	174	-0.3462	-0.1761	-0.1701	0.6429973344353047	0.9983602169282543	False
LRP1	CD44	16	163	0.0954	-0.1808	0.2762	0.4806226503580303	0.9983602169282543	False
PCDHA11	CHI3L1	5	174	-0.7039	0.166	-0.8699	0.47623558413841516	0.9983602169282543	False
PTCHD4	CD44	12	167	0.2756	-0.1808	0.4564	0.6716177901659781	0.9983602169282543	False
MST1	CHI3L1	5	174	-0.2085	0.157	-0.3655	0.6801394753041101	0.9983602169282543	False
SLCO1B1	CHI3L1	5	174	-0.679	0.166	-0.845	0.5311109420215535	0.9983602169282543	False
TCHH	CHI3L1	19	160	0.3844	0.1452	0.2392	0.6081047094862269	0.9983602169282543	False
DMXL2	CD44	13	166	-0.309	-0.1803	-0.1287	0.5878752630568642	0.9983602169282543	False
CDK8	CHI3L1	5	174	0.6211	0.1452	0.4759	0.525490692976216	0.9983602169282543	False
ZNRF1	CD44	6	173	-0.1575	-0.1808	0.0233	0.6136397325819302	0.9983602169282543	False
PDZRN3	CD44	5	174	-0.2	-0.1803	-0.0197	0.536759786760904	0.9983602169282543	False
CHRM3	CD44	5	174	0.135	-0.1904	0.3254	0.5143369325782041	0.9983602169282543	False
UNC5D	CD44	10	169	-0.5978	-0.1798	-0.418	0.6264301371176769	0.9983602169282543	False
GPR98	CHI3L1	28	151	0.1528	0.1547	-0.0019	0.5474480964883384	0.9983602169282543	False
GPR98	CD44	28	151	-0.2235	-0.1798	-0.0437	0.5110646573866733	0.9983602169282543	False
CEP192	CD44	10	169	-0.5093	-0.1724	-0.3369	0.5912651822441051	0.9983602169282543	False
RASGRP1	CHI3L1	5	174	-0.6445	0.157	-0.8015	0.542436914929731	0.9983602169282543	False
KRT83	CD44	5	174	1.6163	-0.1904	1.8067	0.6066724617069378	0.9983602169282543	False
TPTE	CD44	8	171	-0.278	-0.1798	-0.0982	0.6093182255712363	0.9983602169282543	False
KEL	CHI3L1	6	173	-0.6652	0.1594	-0.8246	0.5281320808970386	0.9983602169282543	False
VWF	CHI3L1	16	163	0.4926	0.1547	0.3379	0.47435368939391054	0.9983602169282543	False
MDN1	CHI3L1	15	164	0.1356	0.157	-0.0214	0.5972301379013825	0.9983602169282543	False
MDN1	CD44	15	164	-0.2727	-0.1803	-0.0923	0.6487446726459747	0.9983602169282543	False
MED15	CHI3L1	8	171	1.4803	0.1356	1.3447	0.5208833326355832	0.9983602169282543	False
KANK4	CHI3L1	8	171	-0.6915	0.1594	-0.8508	0.5253740858984535	0.9983602169282543	False
TRPM5	CHI3L1	6	173	1.1208	0.1356	0.9852	0.6358865873441976	0.9983602169282543	False
RALGPS2	CD44	6	173	-0.654	-0.1798	-0.4741	0.6302945234845961	0.9983602169282543	False
IDH2	CD44	73	106	-0.2922	-0.1606	-0.1316	0.5962461557428549	0.9983602169282543	False
COL5A2	CD44	11	168	-0.1724	-0.1904	0.018	0.624481133290786	0.9983602169282543	False
CAPN13	CD44	8	171	-0.3006	-0.1724	-0.1281	0.5119592645707606	0.9983602169282543	False
TIAM1	CHI3L1	6	173	-0.3014	0.1547	-0.4561	0.6755704332322685	0.9983602169282543	False
ANKRD35	CD44	8	171	0.233	-0.1808	0.4138	0.6582938996982464	0.9983602169282543	False
TBC1D2B	CHI3L1	5	174	0.8745	0.1452	0.7294	0.5829460219107736	0.9983602169282543	False
SVEP1	CD44	13	166	-0.45	-0.1761	-0.2739	0.5172941152255748	0.9983602169282543	False
DCHS2	CHI3L1	14	165	0.3294	0.1356	0.1937	0.6771598622300538	0.9983602169282543	False
ANKRD36	CHI3L1	8	171	-0.5592	0.1594	-0.7185	0.5997133413593002	0.9983602169282543	False
NAA25	CHI3L1	5	174	-0.2085	0.166	-0.3744	0.6126666931308559	0.9983602169282543	False
DNAH9	CHI3L1	20	159	-0.4242	0.1726	-0.5968	0.5748732301032762	0.9983602169282543	False
THBS2	CD44	5	174	1.4229	-0.1904	1.6133	0.542436914929731	0.9983602169282543	False
GGT6	CHI3L1	5	174	0.1594	0.1452	0.0142	0.655290975072682	0.9983602169282543	False
UBB	CHI3L1	6	173	-0.8655	0.1594	-1.0249	0.6302945234845961	0.9983602169282543	False
BIRC6	CHI3L1	16	163	0.6558	0.1356	0.5201	0.6042962309021953	0.9983602169282543	False
FAM63B	CHI3L1	5	174	0.8745	0.1231	0.7514	0.6247280656028551	0.9983602169282543	False
ADAMTSL1	CHI3L1	5	174	-0.2085	0.157	-0.3655	0.5947584974399767	0.9983602169282543	False
RAPGEF5	CD44	6	173	1.0683	-0.2	1.2683	0.5917258301437284	0.9983602169282543	False
EGFR	CD44	43	136	-0.0776	-0.2248	0.1472	0.5070374578454679	0.9983602169282543	False
ZNF837	CHI3L1	5	174	-0.2085	0.157	-0.3655	0.655290975072682	0.9983602169282543	False
CFHR5	CHI3L1	5	174	-0.2085	0.157	-0.3655	0.4978269538540581	0.9983602169282543	False
EYS	CHI3L1	11	168	1.4046	0.1231	1.2814	0.658880479023092	0.9983602169282543	False
GPATCH2L	CD44	6	173	0.2575	-0.1808	0.4383	0.6247225380345818	0.9983602169282543	False
MAP1A	CHI3L1	11	168	1.1736	0.1231	1.0505	0.5184918959479324	0.9983602169282543	False
HMGCLL1	CHI3L1	5	174	0.9416	0.1231	0.8185	0.5311109420215535	0.9983602169282543	False
SCN2A	CHI3L1	8	171	1.1395	0.1356	1.0039	0.5031126099166293	0.9983602169282543	False
TRPC6	CHI3L1	5	174	-0.7039	0.157	-0.8609	0.5770786127214114	0.9983602169282543	False
SLC4A1AP	CHI3L1	5	174	0.8745	0.1452	0.7294	0.5538750198222351	0.9983602169282543	False
SLC4A1AP	CD44	5	174	0.8239	-0.1904	1.0143	0.5538750198222351	0.9983602169282543	False
KANK2	CD44	5	174	0.1233	-0.1904	0.3137	0.600702940632446	0.9983602169282543	False
DPYD	CD44	8	171	0.2659	-0.1808	0.4467	0.6141452175630017	0.9983602169282543	False
DAGLA	CHI3L1	5	174	1.1736	0.1452	1.0285	0.5088039296916778	0.9983602169282543	False
DNAH2	CHI3L1	18	161	-0.1556	0.1726	-0.3282	0.6747227961489868	0.9983602169282543	False
NWD1	CHI3L1	6	173	-0.8594	0.1594	-1.0188	0.554223636019631	0.9983602169282543	False
EPS15L1	CD44	5	174	0.8239	-0.1904	1.0143	0.5481420999289903	0.9983602169282543	False
KIAA0825	CD44	5	174	-0.8116	-0.1803	-0.6313	0.4978269538540581	0.9983602169282543	False
TINAG	CHI3L1	5	174	0.1726	0.1452	0.0274	0.5829460219107736	0.9983602169282543	False
WIZ	CHI3L1	6	173	0.333	0.1547	0.1783	0.6584501478603312	0.9983602169282543	False
MON2	CHI3L1	7	172	-0.0531	0.157	-0.2101	0.5667768582954895	0.9983602169282543	False
OR2T4	CD44	5	174	0.6488	-0.1904	0.8392	0.6186853530370966	0.9983602169282543	False
RBM33	CHI3L1	5	174	-1.0398	0.157	-1.1968	0.5712375277088144	0.9983602169282543	False
NWD1	CD44	6	173	-0.16	-0.1808	0.0208	0.5701603220683662	0.9983602169282543	False
INSRR	CHI3L1	7	172	1.408	0.1452	1.2628	0.4671791991582766	0.9983602169282543	False
HSPA5	CHI3L1	6	173	0.9404	0.1547	0.7857	0.5026492536615296	0.9983602169282543	False
