pathway_id	pathway_name	target	n_mut	n_wt	med_fc_mut	med_fc_wt	effect	p_value	q_value	sig
R-HSA-180585	Vif-mediated degradation of APOBEC3G	CD44	29	150	-0.1724	-0.1904	0.018	0.2670653006589456	0.9958970300880995	False
R-HSA-9958810	SRC activates STAT3 in a quantitative manner, through Cadherin-11 (CDH11), RAC1 and gp130 (IL6ST)	CHI3L1	21	158	-0.679	0.1972	-0.8762	0.2502467115141913	0.9958970300880995	False
R-HSA-9958810	SRC activates STAT3 in a quantitative manner, through Cadherin-11 (CDH11), RAC1 and gp130 (IL6ST)	CD44	21	158	-0.3462	-0.1643	-0.1819	0.6077824816599019	0.9958970300880995	False
R-HSA-9824878	Regulation of TBK1, IKKε (IKBKE)-mediated activation of IRF3, IRF7 	CHI3L1	11	168	-0.6445	0.157	-0.8015	0.6415846375680415	0.9958970300880995	False
R-HSA-9824878	Regulation of TBK1, IKKε (IKBKE)-mediated activation of IRF3, IRF7 	CD44	11	168	0.8239	-0.2113	1.0353	0.16077813099477878	0.9958970300880995	False
R-HSA-9033241	Peroxisomal protein import	CHI3L1	19	160	-0.679	0.1972	-0.8762	0.449473518417718	0.9958970300880995	False
R-HSA-9033241	Peroxisomal protein import	CD44	19	160	-0.2727	-0.1803	-0.0923	0.3623851101122475	0.9958970300880995	False
R-HSA-9694493	Maturation of protein E	CHI3L1	9	170	-0.6445	0.157	-0.8015	0.8507762861396376	0.9958970300880995	False
R-HSA-9694493	Maturation of protein E	CD44	9	170	0.8239	-0.2113	1.0353	0.22326901579027902	0.9958970300880995	False
R-HSA-205043	NRIF signals cell death from the nucleus	CHI3L1	10	169	0.115	0.1547	-0.0397	0.8480847942483205	0.9958970300880995	False
R-HSA-205043	NRIF signals cell death from the nucleus	CD44	10	169	0.7364	-0.2	0.9363	0.5156554723793665	0.9958970300880995	False
R-HSA-9828211	Regulation of TBK1, IKKε-mediated activation of IRF3, IRF7 upon TLR3 ligation	CHI3L1	11	168	-0.6445	0.157	-0.8015	0.6415846375680415	0.9958970300880995	False
R-HSA-9828211	Regulation of TBK1, IKKε-mediated activation of IRF3, IRF7 upon TLR3 ligation	CD44	11	168	0.8239	-0.2113	1.0353	0.16077813099477878	0.9958970300880995	False
R-HSA-9725370	Signaling by ALK fusions and activated point mutants	CHI3L1	31	148	0.437	0.1452	0.2918	0.36529128551788703	0.9958970300880995	False
R-HSA-9725370	Signaling by ALK fusions and activated point mutants	CD44	31	148	0.8239	-0.237	1.0609	0.023674631328598345	0.9958970300880995	False
R-HSA-975144	IRAK1 recruits IKK complex upon TLR7/8 or 9 stimulation	CHI3L1	9	170	-0.6445	0.157	-0.8015	0.8507762861396376	0.9958970300880995	False
R-HSA-975144	IRAK1 recruits IKK complex upon TLR7/8 or 9 stimulation	CD44	9	170	0.8239	-0.2113	1.0353	0.22326901579027902	0.9958970300880995	False
R-HSA-977225	Amyloid fiber formation	CHI3L1	23	156	-0.6445	0.1972	-0.8417	0.667999458887629	0.9958970300880995	False
R-HSA-977225	Amyloid fiber formation	CD44	23	156	0.4374	-0.2113	0.6487	0.5562746199542361	0.9958970300880995	False
R-HSA-9958825	Activation of STAT3 by cadherin engagement	CHI3L1	30	149	-0.4265	0.1726	-0.5991	0.7706129906753921	0.9958970300880995	False
R-HSA-9958825	Activation of STAT3 by cadherin engagement	CD44	30	149	-0.2225	-0.1808	-0.0417	0.5768143275589764	0.9958970300880995	False
R-HSA-937072	TRAF6-mediated induction of TAK1 complex within TLR4 complex	CHI3L1	11	168	0.8745	0.1452	0.7294	0.5581380631718751	0.9958970300880995	False
R-HSA-937072	TRAF6-mediated induction of TAK1 complex within TLR4 complex	CD44	11	168	0.8239	-0.2113	1.0353	0.34722880137637446	0.9958970300880995	False
R-HSA-5656169	Termination of translesion DNA synthesis	CHI3L1	15	164	-0.6445	0.157	-0.8015	0.8046953100601708	0.9958970300880995	False
R-HSA-5656169	Termination of translesion DNA synthesis	CD44	15	164	0.6488	-0.1904	0.8392	0.5792935937681203	0.9958970300880995	False
R-HSA-5696395	Formation of Incision Complex in GG-NER	CD44	21	158	-0.0111	-0.1904	0.1793	0.5436034091913404	0.9958970300880995	False
R-HSA-9968295	Somatic hypermutation of immunoglobulin genes by error-prone mismatch repair (MMR)	CHI3L1	12	167	-0.6618	0.1594	-0.8211	0.735805839824752	0.9958970300880995	False
R-HSA-9968295	Somatic hypermutation of immunoglobulin genes by error-prone mismatch repair (MMR)	CD44	12	167	0.7364	-0.2	0.9363	0.42438801242892665	0.9958970300880995	False
R-HSA-9706369	Negative regulation of FLT3	CHI3L1	9	170	-0.6445	0.157	-0.8015	0.8507762861396376	0.9958970300880995	False
R-HSA-9706369	Negative regulation of FLT3	CD44	9	170	0.8239	-0.2113	1.0353	0.22326901579027902	0.9958970300880995	False
R-HSA-5678895	Defective CFTR causes cystic fibrosis	CHI3L1	30	149	-0.6618	0.1726	-0.8344	0.497922099659201	0.9958970300880995	False
R-HSA-5678895	Defective CFTR causes cystic fibrosis	CD44	30	149	-0.2908	-0.1798	-0.111	0.7036508997063655	0.9958970300880995	False
R-HSA-8876493	InlA-mediated entry of Listeria monocytogenes into host cells	CHI3L1	16	163	-0.6742	0.1726	-0.8468	0.38589212644117377	0.9958970300880995	False
R-HSA-8876493	InlA-mediated entry of Listeria monocytogenes into host cells	CD44	16	163	0.2382	-0.2	0.4382	0.32791539698165373	0.9958970300880995	False
R-HSA-6782135	Dual incision in TC-NER	CHI3L1	18	161	0.1172	0.1547	-0.0374	0.8723488915970146	0.9958970300880995	False
R-HSA-6782135	Dual incision in TC-NER	CD44	18	161	0.7195	-0.2	0.9195	0.4107564024918757	0.9958970300880995	False
R-HSA-5357956	TNFR1-induced NF-kappa-B signaling pathway	CHI3L1	14	165	1.0241	0.1356	0.8884	0.5635973776155894	0.9958970300880995	False
R-HSA-5357956	TNFR1-induced NF-kappa-B signaling pathway	CD44	14	165	0.7364	-0.2	0.9363	0.49677210500275537	0.9958970300880995	False
R-HSA-2979096	NOTCH2 Activation and Transmission of Signal to the Nucleus	CHI3L1	16	163	0.115	0.1547	-0.0397	0.9335153967650538	0.9958970300880995	False
R-HSA-2979096	NOTCH2 Activation and Transmission of Signal to the Nucleus	CD44	16	163	0.1959	-0.1808	0.3767	0.5558510771075065	0.9958970300880995	False
R-HSA-9664873	Pexophagy	CHI3L1	9	170	-0.6445	0.157	-0.8015	0.8507762861396376	0.9958970300880995	False
R-HSA-9664873	Pexophagy	CD44	9	170	0.8239	-0.2113	1.0353	0.22326901579027902	0.9958970300880995	False
R-HSA-9692916	SARS-CoV-1 activates/modulates innate immune responses	CHI3L1	20	159	-0.1726	0.1594	-0.332	0.9106824359300626	0.9958970300880995	False
R-HSA-9692916	SARS-CoV-1 activates/modulates innate immune responses	CD44	20	159	0.1767	-0.2227	0.3994	0.38058535584087805	0.9958970300880995	False
R-HSA-2559585	Oncogene Induced Senescence	CHI3L1	25	154	0.8745	0.1452	0.7294	0.5095372414844735	0.9958970300880995	False
R-HSA-2559585	Oncogene Induced Senescence	CD44	25	154	0.6488	-0.1904	0.8392	0.31894907767733494	0.9958970300880995	False
R-HSA-975110	TRAF6 mediated IRF7 activation in TLR7/8 or 9 signaling	CHI3L1	9	170	-0.6445	0.157	-0.8015	0.8507762861396376	0.9958970300880995	False
R-HSA-975110	TRAF6 mediated IRF7 activation in TLR7/8 or 9 signaling	CD44	9	170	0.8239	-0.2113	1.0353	0.22326901579027902	0.9958970300880995	False
R-HSA-6783310	Fanconi Anemia Pathway	CHI3L1	12	167	-0.2669	0.1594	-0.4263	0.7796806050921723	0.9958970300880995	False
R-HSA-6783310	Fanconi Anemia Pathway	CD44	12	167	0.7364	-0.2	0.9363	0.3516003306168791	0.9958970300880995	False
R-HSA-8939236	RUNX1 regulates transcription of genes involved in differentiation of HSCs	CHI3L1	34	145	-0.094	0.1594	-0.2534	0.784115348750541	0.9958970300880995	False
R-HSA-8939236	RUNX1 regulates transcription of genes involved in differentiation of HSCs	CD44	34	145	-0.1431	-0.2227	0.0796	0.3023124818328722	0.9958970300880995	False
R-HSA-3371568	Attenuation phase	CHI3L1	24	155	1.0241	0.1356	0.8884	0.4199829620701172	0.9958970300880995	False
R-HSA-3371568	Attenuation phase	CD44	24	155	0.7364	-0.2227	0.9591	0.09407459955889193	0.9958970300880995	False
R-HSA-1234176	Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha	CHI3L1	32	147	-0.4265	0.1594	-0.5859	0.8286249652577548	0.9958970300880995	False
R-HSA-1234176	Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha	CD44	32	147	-0.125	-0.2	0.075	0.1446232457401103	0.9958970300880995	False
R-HSA-975163	IRAK2 mediated activation of TAK1 complex upon TLR7/8 or 9 stimulation	CHI3L1	11	168	0.8745	0.1452	0.7294	0.5581380631718751	0.9958970300880995	False
R-HSA-975163	IRAK2 mediated activation of TAK1 complex upon TLR7/8 or 9 stimulation	CD44	11	168	0.8239	-0.2113	1.0353	0.34722880137637446	0.9958970300880995	False
R-HSA-5696400	Dual Incision in GG-NER	CHI3L1	19	160	-0.2085	0.166	-0.3744	0.6957790699374558	0.9958970300880995	False
R-HSA-5696400	Dual Incision in GG-NER	CD44	19	160	-0.4389	-0.1803	-0.2586	0.798553467619731	0.9958970300880995	False
R-HSA-3134975	Regulation of innate immune responses to cytosolic DNA	CHI3L1	9	170	-0.6445	0.157	-0.8015	0.8507762861396376	0.9958970300880995	False
R-HSA-3134975	Regulation of innate immune responses to cytosolic DNA	CD44	9	170	0.8239	-0.2113	1.0353	0.22326901579027902	0.9958970300880995	False
R-HSA-182971	EGFR downregulation	CHI3L1	16	163	-0.6915	0.2217	-0.9132	0.1029883391181092	0.9958970300880995	False
R-HSA-182971	EGFR downregulation	CD44	16	163	-0.3732	-0.1724	-0.2008	0.4837739770262377	0.9958970300880995	False
R-HSA-9705462	Inactivation of CSF3 (G-CSF) signaling	CHI3L1	17	162	-0.6445	0.157	-0.8015	0.8613444929952352	0.9958970300880995	False
R-HSA-9705462	Inactivation of CSF3 (G-CSF) signaling	CD44	17	162	0.8239	-0.2113	1.0353	0.11942154307287398	0.9958970300880995	False
R-HSA-5689877	Josephin domain DUBs	CHI3L1	12	167	-0.6742	0.1594	-0.8336	0.5127006947290926	0.9958970300880995	False
R-HSA-5689877	Josephin domain DUBs	CD44	12	167	0.7364	-0.2	0.9363	0.3516003306168791	0.9958970300880995	False
R-HSA-5358346	Hedgehog ligand biogenesis	CHI3L1	29	150	-0.6445	0.166	-0.8105	0.708505843658221	0.9958970300880995	False
R-HSA-5358346	Hedgehog ligand biogenesis	CD44	29	150	-0.2727	-0.1803	-0.0923	0.4653226602138121	0.9958970300880995	False
R-HSA-8863795	Downregulation of ERBB2 signaling	CHI3L1	16	163	-0.6618	0.1726	-0.8344	0.3694913279283836	0.9958970300880995	False
R-HSA-8863795	Downregulation of ERBB2 signaling	CD44	16	163	0.1881	-0.1808	0.3689	0.37763686058647994	0.9958970300880995	False
R-HSA-1358803	Downregulation of ERBB2:ERBB3 signaling	CHI3L1	9	170	-0.6445	0.157	-0.8015	0.8507762861396376	0.9958970300880995	False
R-HSA-1358803	Downregulation of ERBB2:ERBB3 signaling	CD44	9	170	0.8239	-0.2113	1.0353	0.22326901579027902	0.9958970300880995	False
R-HSA-9918432	Maturation of DENV proteins	CHI3L1	27	152	-0.2085	0.166	-0.3744	0.7003074642582009	0.9958970300880995	False
R-HSA-9918432	Maturation of DENV proteins	CD44	27	152	-0.1138	-0.1904	0.0766	0.8639933815611649	0.9958970300880995	False
R-HSA-168928	DDX58/IFIH1-mediated induction of interferon-alpha/beta	CHI3L1	12	167	-0.4265	0.1594	-0.5859	0.8063566589878982	0.9958970300880995	False
R-HSA-168928	DDX58/IFIH1-mediated induction of interferon-alpha/beta	CD44	12	167	0.87	-0.2227	1.0927	0.14213430082413167	0.9958970300880995	False
R-HSA-9013507	NOTCH3 Activation and Transmission of Signal to the Nucleus	CHI3L1	16	163	0.115	0.1547	-0.0397	0.9335153967650538	0.9958970300880995	False
R-HSA-9013507	NOTCH3 Activation and Transmission of Signal to the Nucleus	CD44	16	163	0.1959	-0.1808	0.3767	0.5558510771075065	0.9958970300880995	False
R-HSA-9014325	TICAM1,TRAF6-dependent induction of TAK1 complex	CHI3L1	11	168	0.8745	0.1452	0.7294	0.5581380631718751	0.9958970300880995	False
R-HSA-9014325	TICAM1,TRAF6-dependent induction of TAK1 complex	CD44	11	168	0.8239	-0.2113	1.0353	0.34722880137637446	0.9958970300880995	False
R-HSA-9956593	Enterobacterial factors antagonize host defense 	CD44	11	168	0.8239	-0.2113	1.0353	0.17369845452146626	0.9958970300880995	False
R-HSA-4641263	Regulation of FZD by ubiquitination	CHI3L1	9	170	-0.6445	0.157	-0.8015	0.8507762861396376	0.9958970300880995	False
R-HSA-4641263	Regulation of FZD by ubiquitination	CD44	9	170	0.8239	-0.2113	1.0353	0.22326901579027902	0.9958970300880995	False
R-HSA-6781827	Transcription-Coupled Nucleotide Excision Repair (TC-NER)	CHI3L1	17	162	-0.64	0.157	-0.7971	0.7923776065248344	0.9958970300880995	False
R-HSA-6781827	Transcription-Coupled Nucleotide Excision Repair (TC-NER)	CD44	17	162	0.7903	-0.2113	1.0016	0.2758019952868921	0.9958970300880995	False
R-HSA-349425	Autodegradation of the E3 ubiquitin ligase COP1	CHI3L1	28	151	-0.6618	0.1726	-0.8344	0.6323006572985999	0.9958970300880995	False
R-HSA-349425	Autodegradation of the E3 ubiquitin ligase COP1	CD44	28	151	-0.2225	-0.1808	-0.0417	0.3965587705604874	0.9958970300880995	False
R-HSA-9766229	Degradation of CDH1	CHI3L1	29	150	-0.679	0.1972	-0.8762	0.43250182745969734	0.9958970300880995	False
R-HSA-9766229	Degradation of CDH1	CD44	29	150	-0.2727	-0.1803	-0.0923	0.6232089169062225	0.9958970300880995	False
R-HSA-212436	Generic Transcription Pathway	CHI3L1	21	158	0.8745	0.1231	0.7514	0.21686138145658185	0.9958970300880995	False
R-HSA-212436	Generic Transcription Pathway	CD44	21	158	-0.1724	-0.1904	0.018	0.3057212042497335	0.9958970300880995	False
R-HSA-9839394	TGFBR3 expression	CHI3L1	21	158	0.8745	0.1452	0.7294	0.7350425298411531	0.9958970300880995	False
R-HSA-9839394	TGFBR3 expression	CD44	21	158	0.6213	-0.1904	0.8117	0.24657226798398224	0.9958970300880995	False
R-HSA-426496	Post-transcriptional silencing by small RNAs	CHI3L1	16	163	1.0241	0.1356	0.8884	0.5126337385514521	0.9958970300880995	False
R-HSA-426496	Post-transcriptional silencing by small RNAs	CD44	16	163	-0.2908	-0.1798	-0.111	0.7252982212058762	0.9958970300880995	False
R-HSA-9909620	Regulation of PD-L1(CD274) translation	CHI3L1	16	163	1.0241	0.1356	0.8884	0.5126337385514521	0.9958970300880995	False
R-HSA-9909620	Regulation of PD-L1(CD274) translation	CD44	16	163	-0.2908	-0.1798	-0.111	0.7252982212058762	0.9958970300880995	False
R-HSA-9824594	Regulation of MITF-M-dependent genes involved in apoptosis	CHI3L1	17	162	0.8745	0.1452	0.7294	0.6739982099878661	0.9958970300880995	False
R-HSA-9824594	Regulation of MITF-M-dependent genes involved in apoptosis	CD44	17	162	-0.2727	-0.1803	-0.0923	0.4383910551742619	0.9958970300880995	False
R-HSA-8936459	RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function	CHI3L1	39	140	1.408	0.0915	1.3165	0.06328109760517488	0.9958970300880995	False
R-HSA-8936459	RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function	CD44	39	140	-0.1138	-0.2248	0.111	0.11068091153931517	0.9958970300880995	False
R-HSA-9945556	Transcriptional regulation of multiciliogenesis	CHI3L1	24	155	0.9081	0.1107	0.7974	0.4447972657205297	0.9958970300880995	False
R-HSA-9945556	Transcriptional regulation of multiciliogenesis	CD44	24	155	-0.2649	-0.1798	-0.085	0.5835427630175103	0.9958970300880995	False
R-HSA-1912408	Pre-NOTCH Transcription and Translation	CHI3L1	32	147	1.0576	0.0723	0.9853	0.1415393706422317	0.9958970300880995	False
R-HSA-1912408	Pre-NOTCH Transcription and Translation	CD44	32	147	0.87	-0.2269	1.0969	0.03753007474328019	0.9958970300880995	False
R-HSA-9764562	Regulation of CDH1 mRNA translation by microRNAs	CHI3L1	16	163	1.0241	0.1356	0.8884	0.5126337385514521	0.9958970300880995	False
R-HSA-9764562	Regulation of CDH1 mRNA translation by microRNAs	CD44	16	163	-0.2908	-0.1798	-0.111	0.7252982212058762	0.9958970300880995	False
R-HSA-9018519	Estrogen-dependent gene expression	CHI3L1	36	143	1.0241	0.1356	0.8884	0.13485610860494796	0.9958970300880995	False
R-HSA-9018519	Estrogen-dependent gene expression	CD44	36	143	-0.0099	-0.2227	0.2128	0.09604083873401122	0.9958970300880995	False
R-HSA-8948700	Competing endogenous RNAs (ceRNAs) regulate PTEN translation	CHI3L1	16	163	1.0241	0.1356	0.8884	0.5126337385514521	0.9958970300880995	False
R-HSA-8948700	Competing endogenous RNAs (ceRNAs) regulate PTEN translation	CD44	16	163	-0.2908	-0.1798	-0.111	0.7252982212058762	0.9958970300880995	False
R-HSA-9768778	Regulation of NPAS4 mRNA translation	CHI3L1	16	163	1.0241	0.1356	0.8884	0.5126337385514521	0.9958970300880995	False
R-HSA-9768778	Regulation of NPAS4 mRNA translation	CD44	16	163	-0.2908	-0.1798	-0.111	0.7252982212058762	0.9958970300880995	False
R-HSA-9759811	Regulation of CDH11 mRNA translation by microRNAs	CHI3L1	19	160	1.1736	0.1231	1.0505	0.3288708841313469	0.9958970300880995	False
R-HSA-9759811	Regulation of CDH11 mRNA translation by microRNAs	CD44	19	160	-0.3462	-0.1606	-0.1856	0.7554853175381654	0.9958970300880995	False
R-HSA-9920588	Dengue virus activates/modulates innate and adaptive immune responses	CHI3L1	19	160	-0.2085	0.157	-0.3655	0.7877231315246699	0.9958970300880995	False
R-HSA-9920588	Dengue virus activates/modulates innate and adaptive immune responses	CD44	19	160	-0.45	-0.1488	-0.3012	0.352598211499081	0.9958970300880995	False
R-HSA-5389840	Mitochondrial translation elongation	CHI3L1	26	153	-0.0365	0.1594	-0.1959	0.7603776976989595	0.9958970300880995	False
R-HSA-5389840	Mitochondrial translation elongation	CD44	26	153	-0.4445	-0.1488	-0.2957	0.7324798492857416	0.9958970300880995	False
R-HSA-5368286	Mitochondrial translation initiation	CHI3L1	26	153	-0.0365	0.1594	-0.1959	0.7603776976989595	0.9958970300880995	False
R-HSA-5368286	Mitochondrial translation initiation	CD44	26	153	-0.4445	-0.1488	-0.2957	0.7324798492857416	0.9958970300880995	False
R-HSA-9937383	Mitochondrial ribosome-associated quality control	CHI3L1	27	152	-0.0199	0.157	-0.1769	0.6765695403142002	0.9958970300880995	False
R-HSA-9937383	Mitochondrial ribosome-associated quality control	CD44	27	152	-0.45	-0.1434	-0.3066	0.6329312305299424	0.9958970300880995	False
R-HSA-5419276	Mitochondrial translation termination	CHI3L1	26	153	-0.0365	0.1594	-0.1959	0.7603776976989595	0.9958970300880995	False
R-HSA-5419276	Mitochondrial translation termination	CD44	26	153	-0.4445	-0.1488	-0.2957	0.7324798492857416	0.9958970300880995	False
R-HSA-114508	Effects of PIP2 hydrolysis	CHI3L1	12	167	-0.9242	0.1594	-1.0836	0.32825658083615306	0.9958970300880995	False
R-HSA-114508	Effects of PIP2 hydrolysis	CD44	12	167	-1.1161	-0.1488	-0.9673	0.033074387664694865	0.9958970300880995	False
R-HSA-139853	Elevation of cytosolic Ca2+ levels	CHI3L1	14	165	-0.8718	0.1594	-1.0312	0.4471591530969232	0.9958970300880995	False
R-HSA-139853	Elevation of cytosolic Ca2+ levels	CD44	14	165	-0.7484	-0.1488	-0.5996	0.11610026349980802	0.9958970300880995	False
R-HSA-418890	Role of second messengers in netrin-1 signaling	CHI3L1	20	159	0.6229	0.1547	0.4683	0.4850211540708784	0.9958970300880995	False
R-HSA-3295583	TRP channels	CHI3L1	12	167	-0.6085	0.1726	-0.7811	0.4979560948239865	0.9958970300880995	False
R-HSA-3295583	TRP channels	CD44	12	167	-0.6683	-0.1724	-0.4959	0.35759670155886203	0.9958970300880995	False
R-HSA-3928663	EPHA-mediated growth cone collapse	CHI3L1	20	159	0.4826	0.1547	0.3279	0.5842736826022624	0.9958970300880995	False
R-HSA-5627123	RHO GTPases activate PAKs	CHI3L1	16	163	-0.6618	0.1726	-0.8344	0.5126337385514521	0.9958970300880995	False
R-HSA-5627123	RHO GTPases activate PAKs	CD44	16	163	-0.2908	-0.1798	-0.111	0.9335153967650538	0.9958970300880995	False
R-HSA-5625740	RHO GTPases activate PKNs	CHI3L1	15	164	-0.679	0.303	-0.9821	0.24887634242808654	0.9958970300880995	False
R-HSA-5625740	RHO GTPases activate PKNs	CD44	15	164	-0.2727	-0.1803	-0.0923	0.9481163548268443	0.9958970300880995	False
R-HSA-5625900	RHO GTPases activate CIT	CHI3L1	16	163	-0.6618	0.1726	-0.8344	0.5457219996499214	0.9958970300880995	False
R-HSA-5625900	RHO GTPases activate CIT	CD44	16	163	-0.2908	-0.1798	-0.111	0.8219881127334783	0.9958970300880995	False
R-HSA-5627117	RHO GTPases Activate ROCKs	CHI3L1	18	161	-0.6618	0.1726	-0.8344	0.48227010854759633	0.9958970300880995	False
R-HSA-5627117	RHO GTPases Activate ROCKs	CD44	18	161	-0.2225	-0.1808	-0.0417	0.6994217811597846	0.9958970300880995	False
R-HSA-416572	Sema4D induced cell migration and growth-cone collapse	CHI3L1	21	158	-0.2085	0.157	-0.3655	0.7588065796097556	0.9958970300880995	False
R-HSA-416572	Sema4D induced cell migration and growth-cone collapse	CD44	21	158	-0.1724	-0.1904	0.018	0.34769231877703866	0.9958970300880995	False
R-HSA-9013422	RHOBTB1 GTPase cycle	CHI3L1	27	152	1.1736	0.1231	1.0505	0.2020866717914226	0.9958970300880995	False
R-HSA-9013422	RHOBTB1 GTPase cycle	CD44	27	152	-0.0776	-0.1904	0.1128	0.8229996867640006	0.9958970300880995	False
R-HSA-9930044	Nuclear RNA decay	CHI3L1	28	151	-0.287	0.1726	-0.4596	0.6636992725429882	0.9958970300880995	False
R-HSA-9930044	Nuclear RNA decay	CD44	28	151	-0.3795	-0.1488	-0.2307	0.8070688126262429	0.9958970300880995	False
R-HSA-381038	XBP1(S) activates chaperone genes	CHI3L1	23	156	-0.6445	0.166	-0.8105	0.5974737509824464	0.9958970300880995	False
R-HSA-381038	XBP1(S) activates chaperone genes	CD44	23	156	-0.45	-0.1761	-0.2739	0.8478851839985846	0.9958970300880995	False
R-HSA-9013419	RHOT2 GTPase cycle	CHI3L1	5	174	-0.7039	0.157	-0.8609	0.6307945420525201	0.9958970300880995	False
R-HSA-9013419	RHOT2 GTPase cycle	CD44	5	174	0.4448	-0.1904	0.6352	0.3012859177965267	0.9958970300880995	False
R-HSA-112308	Presynaptic depolarization and calcium channel opening	CHI3L1	32	147	0.4734	0.1547	0.3187	0.4503656569916108	0.9958970300880995	False
R-HSA-112308	Presynaptic depolarization and calcium channel opening	CD44	32	147	-0.1606	-0.2	0.0394	0.6719163987647176	0.9958970300880995	False
R-HSA-997272	Inhibition  of voltage gated Ca2+ channels via Gbeta/gamma subunits	CHI3L1	13	166	1.1736	0.1231	1.0505	0.21620450177714567	0.9958970300880995	False
R-HSA-997272	Inhibition  of voltage gated Ca2+ channels via Gbeta/gamma subunits	CD44	13	166	1.5018	-0.2248	1.7267	0.05073878071670242	0.9958970300880995	False
R-HSA-1296041	Activation of G protein gated Potassium channels	CHI3L1	13	166	1.1736	0.1231	1.0505	0.21620450177714567	0.9958970300880995	False
R-HSA-1296041	Activation of G protein gated Potassium channels	CD44	13	166	1.5018	-0.2248	1.7267	0.05073878071670242	0.9958970300880995	False
R-HSA-8866911	TFAP2 (AP-2) family regulates transcription of cell cycle factors	CHI3L1	7	172	0.8745	0.1452	0.7294	0.7183354551949364	0.9958970300880995	False
R-HSA-8866911	TFAP2 (AP-2) family regulates transcription of cell cycle factors	CD44	7	172	0.6213	-0.2113	0.8326	0.12253119874010195	0.9958970300880995	False
R-HSA-9821002	Chromatin modifications during the maternal to zygotic transition (MZT)	CHI3L1	17	162	-0.679	0.166	-0.845	0.26722375046208124	0.9958970300880995	False
R-HSA-9821002	Chromatin modifications during the maternal to zygotic transition (MZT)	CD44	17	162	-0.2727	-0.1803	-0.0923	0.78102412486489	0.9958970300880995	False
R-HSA-3214842	HDMs demethylate histones	CHI3L1	30	149	0.0249	0.1547	-0.1298	0.9368983015434713	0.9958970300880995	False
R-HSA-3214842	HDMs demethylate histones	CD44	30	149	-0.2908	-0.1798	-0.111	0.7617687993271579	0.9958970300880995	False
R-HSA-447038	NrCAM interactions	CHI3L1	16	163	0.0977	0.1547	-0.057	0.6914485267767463	0.9958970300880995	False
R-HSA-447038	NrCAM interactions	CD44	16	163	-0.5245	-0.1724	-0.3521	0.4806226503580303	0.9958970300880995	False
R-HSA-9833482	PKR-mediated signaling	CHI3L1	13	166	0.8745	0.1452	0.7294	0.7917713312121767	0.9958970300880995	False
R-HSA-9833482	PKR-mediated signaling	CD44	13	166	-0.2727	-0.1803	-0.0923	0.8522900149201853	0.9958970300880995	False
R-HSA-5467337	APC truncation mutants have impaired AXIN binding	CHI3L1	11	168	-0.679	0.166	-0.845	0.7938828623305529	0.9958970300880995	False
R-HSA-5467337	APC truncation mutants have impaired AXIN binding	CD44	11	168	-0.0111	-0.1904	0.1793	0.75707670225869	0.9958970300880995	False
R-HSA-5467348	Truncations of AMER1 destabilize the destruction complex	CHI3L1	11	168	-0.679	0.166	-0.845	0.7938828623305529	0.9958970300880995	False
R-HSA-5467348	Truncations of AMER1 destabilize the destruction complex	CD44	11	168	-0.0111	-0.1904	0.1793	0.75707670225869	0.9958970300880995	False
R-HSA-196299	Beta-catenin phosphorylation cascade	CHI3L1	14	165	-0.6915	0.1726	-0.8641	0.6041703043768902	0.9958970300880995	False
R-HSA-196299	Beta-catenin phosphorylation cascade	CD44	14	165	-0.0918	-0.2	0.1082	0.5672309903015176	0.9958970300880995	False
R-HSA-5358747	CTNNB1 S33 mutants aren't phosphorylated	CHI3L1	14	165	-0.6915	0.1726	-0.8641	0.6041703043768902	0.9958970300880995	False
R-HSA-5358747	CTNNB1 S33 mutants aren't phosphorylated	CD44	14	165	-0.0918	-0.2	0.1082	0.5672309903015176	0.9958970300880995	False
R-HSA-9648025	EML4 and NUDC in mitotic spindle formation	CHI3L1	30	149	0.08	0.1547	-0.0747	0.7558898324890866	0.9958970300880995	False
R-HSA-9648025	EML4 and NUDC in mitotic spindle formation	CD44	30	149	-0.2225	-0.1808	-0.0417	0.927687614257537	0.9958970300880995	False
R-HSA-5358751	CTNNB1 S45 mutants aren't phosphorylated	CHI3L1	14	165	-0.6915	0.1726	-0.8641	0.6041703043768902	0.9958970300880995	False
R-HSA-5358751	CTNNB1 S45 mutants aren't phosphorylated	CD44	14	165	-0.0918	-0.2	0.1082	0.5672309903015176	0.9958970300880995	False
R-HSA-2500257	Resolution of Sister Chromatid Cohesion	CHI3L1	30	149	0.08	0.1547	-0.0747	0.7558898324890866	0.9958970300880995	False
R-HSA-2500257	Resolution of Sister Chromatid Cohesion	CD44	30	149	-0.2225	-0.1808	-0.0417	0.927687614257537	0.9958970300880995	False
R-HSA-5358749	CTNNB1 S37 mutants aren't phosphorylated	CHI3L1	14	165	-0.6915	0.1726	-0.8641	0.6041703043768902	0.9958970300880995	False
R-HSA-5358749	CTNNB1 S37 mutants aren't phosphorylated	CD44	14	165	-0.0918	-0.2	0.1082	0.5672309903015176	0.9958970300880995	False
