pathway_id	pathway_name	target	n_mut	n_wt	med_fc_mut	med_fc_wt	effect	p_value	q_value	sig
R-HSA-389356	Co-stimulation by CD28	CHI3L1	11	168	-0.679	0.166	-0.845	0.7938828623305529	0.9958970300880995	False
R-HSA-389356	Co-stimulation by CD28	CD44	11	168	-0.0111	-0.1904	0.1793	0.75707670225869	0.9958970300880995	False
R-HSA-5467340	AXIN missense mutants destabilize the destruction complex	CHI3L1	11	168	-0.679	0.166	-0.845	0.7938828623305529	0.9958970300880995	False
R-HSA-5467340	AXIN missense mutants destabilize the destruction complex	CD44	11	168	-0.0111	-0.1904	0.1793	0.75707670225869	0.9958970300880995	False
R-HSA-141444	Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal	CHI3L1	30	149	0.08	0.1547	-0.0747	0.7558898324890866	0.9958970300880995	False
R-HSA-141444	Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal	CD44	30	149	-0.2225	-0.1808	-0.0417	0.927687614257537	0.9958970300880995	False
R-HSA-68877	Mitotic Prometaphase	CHI3L1	30	149	0.08	0.1547	-0.0747	0.7558898324890866	0.9958970300880995	False
R-HSA-68877	Mitotic Prometaphase	CD44	30	149	-0.2225	-0.1808	-0.0417	0.927687614257537	0.9958970300880995	False
R-HSA-5358752	CTNNB1 T41 mutants aren't phosphorylated	CHI3L1	14	165	-0.6915	0.1726	-0.8641	0.6041703043768902	0.9958970300880995	False
R-HSA-5358752	CTNNB1 T41 mutants aren't phosphorylated	CD44	14	165	-0.0918	-0.2	0.1082	0.5672309903015176	0.9958970300880995	False
R-HSA-5339716	Signaling by GSK3beta mutants	CHI3L1	14	165	-0.6915	0.1726	-0.8641	0.6041703043768902	0.9958970300880995	False
R-HSA-5339716	Signaling by GSK3beta mutants	CD44	14	165	-0.0918	-0.2	0.1082	0.5672309903015176	0.9958970300880995	False
R-HSA-8949613	Cristae formation	CHI3L1	7	172	1.408	0.1231	1.2848	0.2205003830107083	0.9958970300880995	False
R-HSA-8949613	Cristae formation	CD44	7	172	-0.309	-0.1761	-0.1329	0.6329317688889229	0.9958970300880995	False
R-HSA-1650814	Collagen biosynthesis and modifying enzymes	CHI3L1	16	163	-0.0489	0.1594	-0.2083	0.9415587143308268	0.9958970300880995	False
R-HSA-2682334	EPH-Ephrin signaling	CHI3L1	7	172	1.408	0.1452	1.2628	0.373734356891303	0.9958970300880995	False
R-HSA-2682334	EPH-Ephrin signaling	CD44	7	172	-0.309	-0.1761	-0.1329	0.9217075541863714	0.9958970300880995	False
R-HSA-3928662	EPHB-mediated forward signaling	CHI3L1	25	154	0.8027	0.1231	0.6795	0.6396838768343456	0.9958970300880995	False
R-HSA-3928662	EPHB-mediated forward signaling	CD44	25	154	-0.2727	-0.1761	-0.0965	0.9386369415660587	0.9958970300880995	False
R-HSA-3928664	Ephrin signaling	CHI3L1	7	172	1.408	0.1452	1.2628	0.643381897845055	0.9958970300880995	False
R-HSA-3928664	Ephrin signaling	CD44	7	172	-0.309	-0.1761	-0.1329	0.7847482186175475	0.9958970300880995	False
R-HSA-5625886	Activated PKN1 stimulates transcription of AR (androgen receptor) regulated genes KLK2 and KLK3	CHI3L1	9	170	-0.6382	0.157	-0.7952	0.897579857755944	0.9958970300880995	False
R-HSA-5625886	Activated PKN1 stimulates transcription of AR (androgen receptor) regulated genes KLK2 and KLK3	CD44	9	170	0.6488	-0.1904	0.8392	0.38537826768390104	0.9958970300880995	False
R-HSA-8849468	PTK6 Regulates Proteins Involved in RNA Processing	CHI3L1	11	168	0.437	0.1039	0.333	0.624481133290786	0.9958970300880995	False
R-HSA-8849468	PTK6 Regulates Proteins Involved in RNA Processing	CD44	11	168	-0.45	-0.1761	-0.2739	0.6075775864031863	0.9958970300880995	False
R-HSA-426486	Small interfering RNA (siRNA) biogenesis	CHI3L1	11	168	1.1736	0.1231	1.0505	0.3628505471864524	0.9958970300880995	False
R-HSA-426486	Small interfering RNA (siRNA) biogenesis	CD44	11	168	-0.309	-0.1761	-0.1329	0.7253140785731396	0.9958970300880995	False
R-HSA-203927	MicroRNA (miRNA) biogenesis	CHI3L1	13	166	0.8745	0.1452	0.7294	0.7960573057392	0.9958970300880995	False
R-HSA-203927	MicroRNA (miRNA) biogenesis	CD44	13	166	-0.309	-0.1761	-0.1329	0.9401870662142583	0.9958970300880995	False
R-HSA-5578749	Transcriptional regulation by small RNAs	CHI3L1	8	171	-0.4242	0.1594	-0.5836	0.5949357779940369	0.9958970300880995	False
R-HSA-5578749	Transcriptional regulation by small RNAs	CD44	8	171	-0.3795	-0.1798	-0.1997	0.8452117617123331	0.9958970300880995	False
R-HSA-5660489	MTF1 activates gene expression	CHI3L1	5	174	-0.7039	0.157	-0.8609	0.41944949475528925	0.9958970300880995	False
R-HSA-5660489	MTF1 activates gene expression	CD44	5	174	-0.45	-0.1803	-0.2697	0.6186853530370966	0.9958970300880995	False
R-HSA-193368	Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol	CHI3L1	9	170	0.8745	0.1452	0.7294	0.876724259569282	0.9958970300880995	False
R-HSA-193368	Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol	CD44	9	170	-0.2727	-0.1803	-0.0923	0.8404405458763761	0.9958970300880995	False
R-HSA-2046106	alpha-linolenic acid (ALA) metabolism	CHI3L1	5	174	-0.0199	0.157	-0.1769	0.7116597353381195	0.9958970300880995	False
R-HSA-2046106	alpha-linolenic acid (ALA) metabolism	CD44	5	174	-0.4389	-0.1606	-0.2783	0.4396497245792247	0.9958970300880995	False
R-HSA-912526	Interleukin receptor SHC signaling	CHI3L1	5	174	1.408	0.1231	1.2848	0.12278881163903332	0.9958970300880995	False
R-HSA-912526	Interleukin receptor SHC signaling	CD44	5	174	-0.309	-0.1761	-0.1329	0.7760508851918947	0.9958970300880995	False
R-HSA-9020558	Interleukin-2 signaling	CHI3L1	7	172	1.1736	0.1452	1.0285	0.5717511951812155	0.9958970300880995	False
R-HSA-9020558	Interleukin-2 signaling	CD44	7	172	-0.309	-0.1803	-0.1287	0.8526964381382127	0.9958970300880995	False
R-HSA-9020591	Interleukin-12 signaling	CHI3L1	5	174	1.1736	0.1452	1.0285	0.33517143799739624	0.9958970300880995	False
R-HSA-9020591	Interleukin-12 signaling	CD44	5	174	-0.45	-0.1761	-0.2739	0.5947584974399767	0.9958970300880995	False
R-HSA-449836	Other interleukin signaling	CHI3L1	5	174	1.1736	0.1452	1.0285	0.5481420999289903	0.9958970300880995	False
R-HSA-8983432	Interleukin-15 signaling	CHI3L1	9	170	1.1736	0.1452	1.0285	0.5198375077168678	0.9958970300880995	False
R-HSA-8983432	Interleukin-15 signaling	CD44	9	170	-0.309	-0.1761	-0.1329	0.6847716291468179	0.9958970300880995	False
R-HSA-8985947	Interleukin-9 signaling	CHI3L1	7	172	1.1736	0.1452	1.0285	0.5717511951812155	0.9958970300880995	False
R-HSA-8985947	Interleukin-9 signaling	CD44	7	172	-0.309	-0.1803	-0.1287	0.8526964381382127	0.9958970300880995	False
R-HSA-6785807	Interleukin-4 and Interleukin-13 signaling	CHI3L1	9	170	-0.2085	0.157	-0.3655	0.8456050946225095	0.9958970300880995	False
R-HSA-6785807	Interleukin-4 and Interleukin-13 signaling	CD44	9	170	-0.309	-0.1761	-0.1329	0.8249889138836615	0.9958970300880995	False
R-HSA-9732724	IFNG signaling activates MAPKs	CHI3L1	5	174	1.1736	0.1452	1.0285	0.33517143799739624	0.9958970300880995	False
R-HSA-9732724	IFNG signaling activates MAPKs	CD44	5	174	-0.45	-0.1761	-0.2739	0.5947584974399767	0.9958970300880995	False
R-HSA-9020958	Interleukin-21 signaling	CHI3L1	7	172	1.1736	0.1452	1.0285	0.5717511951812155	0.9958970300880995	False
R-HSA-9020958	Interleukin-21 signaling	CD44	7	172	-0.309	-0.1803	-0.1287	0.8526964381382127	0.9958970300880995	False
R-HSA-73621	Pyrimidine catabolism	CHI3L1	8	171	-0.0949	0.1547	-0.2496	0.673278566906122	0.9958970300880995	False
R-HSA-73621	Pyrimidine catabolism	CD44	8	171	0.2659	-0.1808	0.4467	0.6141452175630017	0.9958970300880995	False
R-HSA-5578768	Physiological factors	CHI3L1	9	170	-0.2085	0.157	-0.3655	0.779061857710557	0.9958970300880995	False
R-HSA-5578768	Physiological factors	CD44	9	170	-0.3462	-0.1803	-0.1659	0.8611377283999059	0.9958970300880995	False
R-HSA-2032785	YAP1- and WWTR1 (TAZ)-stimulated gene expression	CHI3L1	9	170	-0.2085	0.157	-0.3655	0.779061857710557	0.9958970300880995	False
R-HSA-2032785	YAP1- and WWTR1 (TAZ)-stimulated gene expression	CD44	9	170	-0.3462	-0.1803	-0.1659	0.8611377283999059	0.9958970300880995	False
R-HSA-74217	Purine salvage	CHI3L1	9	170	-0.2085	0.157	-0.3655	0.9132689337661316	0.9958970300880995	False
R-HSA-74217	Purine salvage	CD44	9	170	0.8239	-0.1904	1.0143	0.5155650519197699	0.9958970300880995	False
R-HSA-936837	Ion transport by P-type ATPases	CHI3L1	23	156	-0.2085	0.157	-0.3655	0.8411376653792334	0.9958970300880995	False
R-HSA-936837	Ion transport by P-type ATPases	CD44	23	156	-0.45	-0.1606	-0.2894	0.2998866696265161	0.9958970300880995	False
R-HSA-9907900	Proteasome assembly	CHI3L1	24	155	-0.4438	0.1594	-0.6031	0.9476829673867556	0.9958970300880995	False
R-HSA-9907900	Proteasome assembly	CD44	24	155	-0.2225	-0.1808	-0.0417	0.6460064511633635	0.9958970300880995	False
R-HSA-9824272	Somitogenesis	CHI3L1	29	150	0.1356	0.157	-0.0214	0.8894695472852779	0.9958970300880995	False
R-HSA-9824272	Somitogenesis	CD44	29	150	-0.2727	-0.1643	-0.1083	0.6767322750428956	0.9958970300880995	False
R-HSA-350562	Regulation of ornithine decarboxylase (ODC)	CD44	22	157	-0.2908	-0.1798	-0.111	0.6211303968139849	0.9958970300880995	False
R-HSA-1236978	Cross-presentation of soluble exogenous antigens (endosomes)	CHI3L1	21	158	-0.679	0.166	-0.845	0.8209182447723603	0.9958970300880995	False
R-HSA-1236978	Cross-presentation of soluble exogenous antigens (endosomes)	CD44	21	158	-0.309	-0.1643	-0.1447	0.8278972637182558	0.9958970300880995	False
R-HSA-9912633	Antigen processing: Ub, ATP-independent proteasomal degradation	CHI3L1	10	169	1.6233	0.1356	1.4876	0.132520114172055	0.9958970300880995	False
R-HSA-9912633	Antigen processing: Ub, ATP-independent proteasomal degradation	CD44	10	169	-0.3981	-0.1724	-0.2257	0.7415971796638943	0.9958970300880995	False
R-HSA-9013106	RHOC GTPase cycle	CHI3L1	31	148	1.1736	0.0915	1.0822	0.08116799447176204	0.9958970300880995	False
R-HSA-9013106	RHOC GTPase cycle	CD44	31	148	0.1967	-0.237	0.4337	0.19959446745024123	0.9958970300880995	False
R-HSA-5626467	RHO GTPases activate IQGAPs	CHI3L1	13	166	0.8745	0.1452	0.7294	0.69517043794667	0.9958970300880995	False
R-HSA-5626467	RHO GTPases activate IQGAPs	CD44	13	166	-0.1724	-0.1904	0.018	0.3025253466957829	0.9958970300880995	False
R-HSA-8980692	RHOA GTPase cycle	CHI3L1	33	146	1.1736	0.0915	1.0822	0.060566755259363704	0.9958970300880995	False
R-HSA-8980692	RHOA GTPase cycle	CD44	33	146	0.1967	-0.237	0.4337	0.1558674685176687	0.9958970300880995	False
R-HSA-9013026	RHOB GTPase cycle	CHI3L1	28	151	1.2908	0.0723	1.2185	0.06866023295467738	0.9958970300880995	False
R-HSA-9013026	RHOB GTPase cycle	CD44	28	151	0.7195	-0.2471	0.9666	0.04687521089293459	0.9958970300880995	False
R-HSA-9752946	Expression and translocation of olfactory receptors	CHI3L1	9	170	-0.7039	0.303	-1.0069	0.04443124048237292	0.9958970300880995	False
R-HSA-9752946	Expression and translocation of olfactory receptors	CD44	9	170	-0.8866	-0.1606	-0.726	0.1707792879820973	0.9958970300880995	False
R-HSA-9926550	Regulation of MITF-M-dependent genes involved in extracellular matrix, focal adhesion and epithelial-to-mesenchymal transition	CHI3L1	5	174	-0.7039	0.166	-0.8699	0.33081424649745245	0.9958970300880995	False
R-HSA-159418	Recycling of bile acids and salts	CD44	7	172	0.8239	-0.1904	1.0143	0.6858443829369166	0.9958970300880995	False
R-HSA-9844594	Transcriptional regulation of brown and beige adipocyte differentiation by EBF2	CHI3L1	11	168	0.8745	0.1452	0.7294	0.9401525548885987	0.9958970300880995	False
R-HSA-9844594	Transcriptional regulation of brown and beige adipocyte differentiation by EBF2	CD44	11	168	-0.45	-0.1761	-0.2739	0.5341741080410207	0.9958970300880995	False
R-HSA-211976	Endogenous sterols	CHI3L1	15	164	1.1736	0.1231	1.0505	0.7846194767585112	0.9958970300880995	False
R-HSA-211976	Endogenous sterols	CD44	15	164	-0.2727	-0.1803	-0.0923	0.8574667411573218	0.9958970300880995	False
R-HSA-1368108	BMAL1:CLOCK,NPAS2 activates circadian expression	CHI3L1	22	157	1.0241	0.1356	0.8884	0.34600429789985976	0.9958970300880995	False
R-HSA-1368108	BMAL1:CLOCK,NPAS2 activates circadian expression	CD44	22	157	0.3376	-0.2227	0.5603	0.1591132307549573	0.9958970300880995	False
R-HSA-193807	Synthesis of bile acids and bile salts via 27-hydroxycholesterol	CD44	7	172	0.8239	-0.1904	1.0143	0.6858443829369166	0.9958970300880995	False
R-HSA-204005	COPII-mediated vesicle transport	CHI3L1	23	156	-0.2085	0.157	-0.3655	0.6430925223686184	0.9958970300880995	False
R-HSA-204005	COPII-mediated vesicle transport	CD44	23	156	-0.2727	-0.1643	-0.1083	0.8276780561192603	0.9958970300880995	False
R-HSA-5694530	Cargo concentration in the ER	CHI3L1	19	160	-0.532	0.166	-0.698	0.9160854702505395	0.9958970300880995	False
R-HSA-5694530	Cargo concentration in the ER	CD44	19	160	-0.309	-0.1488	-0.1602	0.44109714938677247	0.9958970300880995	False
R-HSA-9700645	ALK mutants bind TKIs	CHI3L1	20	159	1.0241	0.1107	0.9134	0.24205967335609957	0.9958970300880995	False
R-HSA-9700645	ALK mutants bind TKIs	CD44	20	159	0.87	-0.2269	1.0969	0.016950279071595003	0.9958970300880995	False
R-HSA-9703465	Signaling by FLT3 fusion proteins	CHI3L1	19	160	0.8745	0.1452	0.7294	0.7697644146492961	0.9958970300880995	False
R-HSA-9703465	Signaling by FLT3 fusion proteins	CD44	19	160	-0.45	-0.1488	-0.3012	0.34776808385687286	0.9958970300880995	False
R-HSA-375165	NCAM signaling for neurite out-growth	CHI3L1	12	167	-0.6915	0.1726	-0.8641	0.15343147179750555	0.9958970300880995	False
R-HSA-375165	NCAM signaling for neurite out-growth	CD44	12	167	-0.3613	-0.1798	-0.1815	0.892183486616065	0.9958970300880995	False
R-HSA-373753	Nephrin family interactions	CHI3L1	18	161	-0.0179	0.1547	-0.1726	0.7570472958598494	0.9958970300880995	False
R-HSA-373753	Nephrin family interactions	CD44	18	161	-0.3613	-0.1798	-0.1815	0.7352590092949842	0.9958970300880995	False
R-HSA-9662361	Sensory processing of sound by outer hair cells of the cochlea	CHI3L1	23	156	-0.6445	0.166	-0.8105	0.5562746199542361	0.9958970300880995	False
R-HSA-9662361	Sensory processing of sound by outer hair cells of the cochlea	CD44	23	156	-0.3111	-0.1488	-0.1624	0.5533856646642608	0.9958970300880995	False
R-HSA-162658	Golgi Cisternae Pericentriolar Stack Reorganization	CHI3L1	6	173	-0.6915	0.1726	-0.8641	0.12305845616374098	0.9958970300880995	False
R-HSA-162658	Golgi Cisternae Pericentriolar Stack Reorganization	CD44	6	173	-0.325	-0.1798	-0.1452	0.9159991714021933	0.9958970300880995	False
R-HSA-5663213	RHO GTPases Activate WASPs and WAVEs	CHI3L1	18	161	1.0241	0.1356	0.8884	0.35336525802381524	0.9958970300880995	False
R-HSA-5663213	RHO GTPases Activate WASPs and WAVEs	CD44	18	161	-0.2908	-0.1798	-0.111	0.8988599767324326	0.9958970300880995	False
R-HSA-2029482	Regulation of actin dynamics for phagocytic cup formation	CHI3L1	28	151	1.0241	0.1356	0.8884	0.30280179603711	0.9958970300880995	False
R-HSA-2029482	Regulation of actin dynamics for phagocytic cup formation	CD44	28	151	-0.0747	-0.1808	0.1061	0.27746307605989196	0.9958970300880995	False
R-HSA-4420097	VEGFA-VEGFR2 Pathway	CHI3L1	24	155	1.0576	0.1107	0.947	0.24349943805221863	0.9958970300880995	False
R-HSA-4420097	VEGFA-VEGFR2 Pathway	CD44	24	155	-0.0928	-0.1808	0.088	0.698496827584806	0.9958970300880995	False
R-HSA-9664422	FCGR3A-mediated phagocytosis	CHI3L1	28	151	1.0241	0.1356	0.8884	0.30280179603711	0.9958970300880995	False
R-HSA-9664422	FCGR3A-mediated phagocytosis	CD44	28	151	-0.0747	-0.1808	0.1061	0.27746307605989196	0.9958970300880995	False
R-HSA-9013423	RAC3 GTPase cycle	CHI3L1	28	151	0.2402	0.1547	0.0855	0.5316995266785703	0.9958970300880995	False
R-HSA-9013423	RAC3 GTPase cycle	CD44	28	151	-0.104	-0.1808	0.0768	0.542173030988379	0.9958970300880995	False
R-HSA-1834949	Cytosolic sensors of pathogen-associated DNA 	CHI3L1	15	164	-0.64	0.303	-0.9431	0.3316079292363725	0.9958970300880995	False
R-HSA-3270619	IRF3-mediated induction of type I IFN	CHI3L1	13	166	-0.2085	0.1972	-0.4056	0.6869744297181076	0.9958970300880995	False
R-HSA-3270619	IRF3-mediated induction of type I IFN	CD44	13	166	-0.1724	-0.1904	0.018	0.44804121687569465	0.9958970300880995	False
R-HSA-418359	Reduction of cytosolic Ca++ levels	CHI3L1	9	170	-0.7039	0.166	-0.8699	0.3710901126413476	0.9958970300880995	False
R-HSA-418359	Reduction of cytosolic Ca++ levels	CD44	9	170	0.8239	-0.2113	1.0353	0.22832704879820187	0.9958970300880995	False
R-HSA-111465	Apoptotic cleavage of cellular proteins	CHI3L1	5	174	1.408	0.1231	1.2848	0.12958525203886292	0.9958970300880995	False
R-HSA-111465	Apoptotic cleavage of cellular proteins	CD44	5	174	-0.45	-0.1761	-0.2739	0.5198992551703236	0.9958970300880995	False
R-HSA-3299685	Detoxification of Reactive Oxygen Species	CHI3L1	5	174	-0.0282	0.157	-0.1852	0.8352677992409291	0.9958970300880995	False
R-HSA-3299685	Detoxification of Reactive Oxygen Species	CD44	5	174	-0.8866	-0.1761	-0.7105	0.20648373510057755	0.9958970300880995	False
R-HSA-2142770	Synthesis of 15-eicosatetraenoic acid derivatives	CHI3L1	5	174	-0.7039	0.1972	-0.9011	0.10395473225367824	0.9958970300880995	False
R-HSA-2142770	Synthesis of 15-eicosatetraenoic acid derivatives	CD44	5	174	-0.45	-0.1803	-0.2697	0.588839404324723	0.9958970300880995	False
R-HSA-9772755	Formation of WDR5-containing histone-modifying complexes	CHI3L1	33	146	1.1736	0.1231	1.0505	0.1195319293719101	0.9958970300880995	False
R-HSA-9772755	Formation of WDR5-containing histone-modifying complexes	CD44	33	146	-0.1138	-0.2248	0.111	0.19613746167842772	0.9958970300880995	False
R-HSA-2871796	FCERI mediated MAPK activation	CHI3L1	12	167	1.9697	0.1356	1.8341	0.14213430082413167	0.9958970300880995	False
R-HSA-2871796	FCERI mediated MAPK activation	CD44	12	167	0.3217	-0.1808	0.5025	0.20966650856042246	0.9958970300880995	False
R-HSA-202433	Generation of second messenger molecules	CHI3L1	14	165	-0.2341	0.1594	-0.3934	0.5781986555893204	0.9958970300880995	False
R-HSA-202433	Generation of second messenger molecules	CD44	14	165	0.3035	-0.1808	0.4843	0.21962083089215978	0.9958970300880995	False
R-HSA-9013408	RHOG GTPase cycle	CHI3L1	41	138	0.0723	0.157	-0.0848	0.5911284146345	0.9958970300880995	False
R-HSA-9013408	RHOG GTPase cycle	CD44	41	138	-0.1488	-0.2248	0.076	0.4573863985711627	0.9958970300880995	False
R-HSA-428540	Activation of RAC1	CHI3L1	6	173	-0.4562	0.1594	-0.6155	0.7102867325177626	0.9958970300880995	False
R-HSA-428540	Activation of RAC1	CD44	6	173	-0.3795	-0.1798	-0.1997	0.823743970729365	0.9958970300880995	False
R-HSA-389359	CD28 dependent Vav1 pathway	CHI3L1	5	174	1.408	0.1452	1.2628	0.6864038984541704	0.9958970300880995	False
R-HSA-389359	CD28 dependent Vav1 pathway	CD44	5	174	-0.309	-0.1761	-0.1329	0.7053168287800904	0.9958970300880995	False
R-HSA-9013407	RHOH GTPase cycle	CHI3L1	10	169	1.3938	0.1356	1.2582	0.32563880618335705	0.9958970300880995	False
R-HSA-9013407	RHOH GTPase cycle	CD44	10	169	-0.3795	-0.1798	-0.1997	0.7992096569102201	0.9958970300880995	False
R-HSA-8950505	Gene and protein expression by JAK-STAT signaling after Interleukin-12 stimulation	CHI3L1	12	167	1.0241	0.1356	0.8884	0.47984748517696507	0.9958970300880995	False
R-HSA-8950505	Gene and protein expression by JAK-STAT signaling after Interleukin-12 stimulation	CD44	12	167	0.2588	-0.1808	0.4396	0.4585998818796062	0.9958970300880995	False
R-HSA-399954	Sema3A PAK dependent Axon repulsion	CHI3L1	15	164	1.408	0.0915	1.3165	0.11652069831157218	0.9958970300880995	False
R-HSA-399954	Sema3A PAK dependent Axon repulsion	CD44	15	164	-0.2727	-0.1803	-0.0923	0.5002159081772175	0.9958970300880995	False
R-HSA-5621575	CD209 (DC-SIGN) signaling	CHI3L1	21	158	1.1736	0.1231	1.0505	0.2750624317213819	0.9958970300880995	False
R-HSA-5621575	CD209 (DC-SIGN) signaling	CD44	21	158	0.8239	-0.2113	1.0353	0.15861857191421747	0.9958970300880995	False
R-HSA-399719	Trafficking of AMPA receptors	CHI3L1	11	168	0.8745	0.1452	0.7294	0.32608909160868704	0.9958970300880995	False
R-HSA-399719	Trafficking of AMPA receptors	CD44	11	168	1.5153	-0.2248	1.7402	0.04389450836085812	0.9958970300880995	False
R-HSA-451308	Activation of Ca-permeable Kainate Receptor	CHI3L1	19	160	1.2402	0.1231	1.117	0.4466714191273219	0.9958970300880995	False
R-HSA-451308	Activation of Ca-permeable Kainate Receptor	CD44	19	160	-0.3682	-0.1761	-0.1921	0.5757454671615975	0.9958970300880995	False
R-HSA-2468052	Establishment of Sister Chromatid Cohesion	CHI3L1	9	170	0.8745	0.1452	0.7294	0.779061857710557	0.9958970300880995	False
