Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-5688426,"Deubiquitination",2,275,0.01692203556704203,0.10718856000395582,0.10718856000395582,4,77,0.004785878550562496,9606,Homo sapiens,"PTEN;TP53","","R-HSA-5689973;R-HSA-5689950;R-HSA-5690843;R-HSA-8873946"
R-HSA-9725371,"Nuclear events stimulated by ALK signaling in cancer",1,56,0.003445941788197649,0.10766393224012216,0.10766393224012216,16,32,0.0019889365404935047,9606,Homo sapiens,"STAT3","","R-HSA-9851062;R-HSA-9851122;R-HSA-9851123;R-HSA-9701810;R-HSA-9851071;R-HSA-9851133;R-HSA-9851064;R-HSA-9851109;R-HSA-9851106;R-HSA-9851139;R-HSA-9851072;R-HSA-9851104;R-HSA-9851137;R-HSA-9851118;R-HSA-9725357;R-HSA-9851117"
R-HSA-69563,"p53-Dependent G1 DNA Damage Response",1,57,0.003507476462986893,0.1094804198143775,0.1094804198143775,9,22,0.0013673938715892846,9606,Homo sapiens,"TP53","","R-HSA-6803719;R-HSA-5633460;R-HSA-6793685;R-HSA-69685;R-HSA-264435;R-HSA-6804879;R-HSA-6803388;R-HSA-6803801;R-HSA-5693609"
R-HSA-69580,"p53-Dependent G1/S DNA damage checkpoint",1,57,0.003507476462986893,0.1094804198143775,0.1094804198143775,9,22,0.0013673938715892846,9606,Homo sapiens,"TP53","","R-HSA-6803719;R-HSA-5633460;R-HSA-6793685;R-HSA-69685;R-HSA-264435;R-HSA-6804879;R-HSA-6803388;R-HSA-6803801;R-HSA-5693609"
R-HSA-5658442,"Regulation of RAS by GAPs",1,58,0.003569011137776137,0.11129332147975712,0.11129332147975712,5,5,3.1077133445211015E-4,9606,Homo sapiens,"NF1","","R-HSA-5658438;R-HSA-5658231;R-HSA-5658435;R-HSA-5658430;R-HSA-5658424"
R-HSA-1169410,"Antimicrobial mechanism of IFN-stimulated genes",2,284,0.01747584764014522,0.11306273832287428,0.11306273832287428,3,103,0.006401889489713469,9606,Homo sapiens,"STAT3;TP53","","R-HSA-9835443;R-HSA-9836362;R-HSA-9833723"
R-HSA-6794361,"Neurexins and neuroligins",1,60,0.0036920804873546245,0.11490839450362766,0.11490839450362766,7,19,0.0011809310709180185,9606,Homo sapiens,"NLGN3","","R-HSA-6794357;R-HSA-6797554;R-HSA-6794338;R-HSA-6797568;R-HSA-6794346;R-HSA-6794345;R-HSA-6794344"
R-HSA-8948751,"Regulation of PTEN stability and activity",1,61,0.003753615162143868,0.1167105795402903,0.1167105795402903,12,13,8.080054695754863E-4,9606,Homo sapiens,"PTEN","","R-HSA-6807206;R-HSA-8850997;R-HSA-8851011;R-HSA-8850945;R-HSA-8850961;R-HSA-8847968;R-HSA-8850992;R-HSA-8948832;R-HSA-8948800;R-HSA-6807134;R-HSA-8847977;R-HSA-8948775"
R-HSA-9013406,"RHOQ GTPase cycle",1,63,0.0038766845117223555,0.12030428076357513,0.12030428076357513,1,5,3.1077133445211015E-4,9606,Homo sapiens,"OBSCN","","R-HSA-9018747"
R-HSA-9012852,"Signaling by NOTCH3",1,63,0.0038766845117223555,0.12030428076357513,0.12030428076357513,2,37,0.002299707874945615,9606,Homo sapiens,"EGFR","","R-HSA-9018573;R-HSA-9018572"
R-HSA-177929,"Signaling by EGFR",1,64,0.003938219186511599,0.12209581055253893,0.12209581055253893,43,50,0.0031077133445211015,9606,Homo sapiens,"EGFR","","R-HSA-177922;R-HSA-177923;R-HSA-177926;R-HSA-177927;R-HSA-177924;R-HSA-177925;R-HSA-177930;R-HSA-182986;R-HSA-183051;R-HSA-8951490;R-HSA-177934;R-HSA-182990;R-HSA-177935;R-HSA-183055;R-HSA-177933;R-HSA-177938;R-HSA-183058;R-HSA-182994;R-HSA-177939;R-HSA-177936;R-HSA-177937;R-HSA-182993;R-HSA-177942;R-HSA-177943;R-HSA-177941;R-HSA-183002;R-HSA-9851407;R-HSA-183067;R-HSA-177944;R-HSA-8864029;R-HSA-177945;R-HSA-8867047;R-HSA-212706;R-HSA-183072;R-HSA-8867044;R-HSA-212710;R-HSA-8867041;R-HSA-212713;R-HSA-183084;R-HSA-9674531;R-HSA-183089;R-HSA-182969;R-HSA-183036"
R-HSA-193648,"NRAGE signals death through JNK",1,64,0.003938219186511599,0.12209581055253893,0.12209581055253893,1,7,4.350798682329542E-4,9606,Homo sapiens,"OBSCN","","R-HSA-205039"
R-HSA-6791312,"TP53 Regulates Transcription of Cell Cycle Genes",1,65,0.003999753861300843,0.1238838021736296,0.1238838021736296,24,42,0.002610479209397725,9606,Homo sapiens,"TP53","","R-HSA-3215152;R-HSA-6801637;R-HSA-6798020;R-HSA-6791363;R-HSA-6798304;R-HSA-6798031;R-HSA-6803917;R-HSA-6803946;R-HSA-6803914;R-HSA-6798282;R-HSA-6801641;R-HSA-6803400;R-HSA-6802165;R-HSA-6803858;R-HSA-6803391;R-HSA-6803935;R-HSA-6803871;R-HSA-3215144;R-HSA-6803388;R-HSA-6798268;R-HSA-6791387;R-HSA-6798299;R-HSA-6802170;R-HSA-6803801"
R-HSA-9033241,"Peroxisomal protein import",1,67,0.004122823210879331,0.1274491979785799,0.1274491979785799,3,26,0.0016160109391509727,9606,Homo sapiens,"IDH1","","R-HSA-9033233;R-HSA-9033235;R-HSA-9033236"
R-HSA-1227986,"Signaling by ERBB2",1,68,0.004184357885668575,0.12922661566431504,0.12922661566431504,23,46,0.002859096276959413,9606,Homo sapiens,"EGFR","","R-HSA-1963581;R-HSA-1250195;R-HSA-1306963;R-HSA-1251922;R-HSA-8848005;R-HSA-1963582;R-HSA-6785636;R-HSA-1250486;R-HSA-1306965;R-HSA-1963578;R-HSA-1250488;R-HSA-1250463;R-HSA-8864105;R-HSA-1250498;R-HSA-1963563;R-HSA-6785648;R-HSA-1963589;R-HSA-8864125;R-HSA-1251944;R-HSA-8863804;R-HSA-8847995;R-HSA-1306957;R-HSA-1963586"
R-HSA-5693565,"Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks",1,68,0.004184357885668575,0.12922661566431504,0.12922661566431504,1,41,0.002548324942507303,9606,Homo sapiens,"TP53","","R-HSA-5693609"
R-HSA-5673001,"RAF/MAP kinase cascade",2,309,0.019014214509876316,0.12980668620085978,0.12980668620085978,6,75,0.004661570016781652,9606,Homo sapiens,"NF1;EGFR","","R-HSA-5658438;R-HSA-5658231;R-HSA-5672965;R-HSA-5658435;R-HSA-5658430;R-HSA-5658424"
R-HSA-8852276,"The role of GTSE1 in G2/M progression after G2 checkpoint",1,70,0.004307427235247061,0.13277092426326886,0.13277092426326886,3,10,6.215426689042203E-4,9606,Homo sapiens,"TP53","","R-HSA-8852354;R-HSA-8852337;R-HSA-8852351"
R-HSA-2559586,"DNA Damage/Telomere Stress Induced Senescence",1,70,0.004307427235247061,0.13277092426326886,0.13277092426326886,5,18,0.0011187768040275966,9606,Homo sapiens,"TP53","","R-HSA-3786258;R-HSA-4647613;R-HSA-4647594;R-HSA-4647593;R-HSA-5693609"
R-HSA-9616222,"Transcriptional regulation of granulopoiesis",1,70,0.004307427235247061,0.13277092426326886,0.13277092426326886,4,27,0.0016781652060413948,9606,Homo sapiens,"STAT3","","R-HSA-9617194;R-HSA-9618584;R-HSA-9617209;R-HSA-9634445"
R-HSA-1268020,"Mitochondrial protein import",1,70,0.004307427235247061,0.13277092426326886,0.13277092426326886,1,14,8.701597364659083E-4,9606,Homo sapiens,"IDH1","","R-HSA-1268022"
R-HSA-1660499,"Synthesis of PIPs at the plasma membrane",1,70,0.004307427235247061,0.13277092426326886,0.13277092426326886,2,33,0.002051090807383927,9606,Homo sapiens,"PTEN","","R-HSA-199456;R-HSA-1676149"
R-HSA-186797,"Signaling by PDGF",1,70,0.004307427235247061,0.13277092426326886,0.13277092426326886,1,31,0.0019267822736030828,9606,Homo sapiens,"STAT3","","R-HSA-380782"
R-HSA-69615,"G1/S DNA Damage Checkpoints",1,71,0.004368961910036305,0.13453782860349106,0.13453782860349106,9,33,0.002051090807383927,9606,Homo sapiens,"TP53","","R-HSA-6803719;R-HSA-5633460;R-HSA-6793685;R-HSA-69685;R-HSA-264435;R-HSA-6804879;R-HSA-6803388;R-HSA-6803801;R-HSA-5693609"
R-HSA-5684996,"MAPK1/MAPK3 signaling",2,316,0.019444957233401023,0.13459775115048656,0.13459775115048656,6,82,0.005096649885014606,9606,Homo sapiens,"NF1;EGFR","","R-HSA-5658438;R-HSA-5658231;R-HSA-5672965;R-HSA-5658435;R-HSA-5658430;R-HSA-5658424"
R-HSA-9909649,"Regulation of PD-L1(CD274) transcription",1,74,0.004553565934404037,0.1398176220881987,0.1398176220881987,2,18,0.0011187768040275966,9606,Homo sapiens,"STAT3","","R-HSA-9909623;R-HSA-9909609"
R-HSA-5218859,"Regulated Necrosis",1,76,0.004676635283982524,0.143320118134598,0.143320118134598,2,53,0.0032941761451923675,9606,Homo sapiens,"TP53","","R-HSA-9710306;R-HSA-9710323"
R-HSA-9856649,"Transcriptional and post-translational regulation of MITF-M expression and activity",1,79,0.004861239308350256,0.14854794557377482,0.14854794557377482,2,37,0.002299707874945615,9606,Homo sapiens,"SOX2","","R-HSA-9730412;R-HSA-9732125"
R-HSA-8978934,"Metabolism of cofactors",1,80,0.004922773983139499,0.15028367006503895,0.15028367006503895,2,34,0.002113245074274349,9606,Homo sapiens,"IDH1","","R-HSA-389540;R-HSA-389550"
R-HSA-204998,"Cell death signalling via NRAGE, NRIF and NADE",1,81,0.0049843086579287425,0.15201596321232125,0.15201596321232125,1,17,0.0010566225371371745,9606,Homo sapiens,"OBSCN","","R-HSA-205039"
R-HSA-162582,"Signal Transduction",9,3056,0.18804996615592887,0.15303588374853383,0.15303588374853383,170,2589,0.16091739697930263,9606,Homo sapiens,"SOX2;OBSCN;STAT3;NF1;PTEN;TP53;EGFR","","R-HSA-177922;R-HSA-9701524;R-HSA-177923;R-HSA-9701525;R-HSA-8848005;R-HSA-8944522;R-HSA-6785636;R-HSA-177926;R-HSA-177927;R-HSA-177924;R-HSA-177925;R-HSA-177930;R-HSA-183051;R-HSA-9701534;R-HSA-177934;R-HSA-177935;R-HSA-183055;R-HSA-9701529;R-HSA-177933;R-HSA-9701531;R-HSA-177938;R-HSA-183058;R-HSA-5658438;R-HSA-177939;R-HSA-177936;R-HSA-8944026;R-HSA-8944538;R-HSA-177937;R-HSA-177942;R-HSA-177943;R-HSA-5658435;R-HSA-177941;R-HSA-6785648;R-HSA-9625482;R-HSA-183067;R-HSA-2179387;R-HSA-177944;R-HSA-177945;R-HSA-9634702;R-HSA-9625487;R-HSA-1963581;R-HSA-9701556;R-HSA-9701557;R-HSA-5658231;R-HSA-183072;R-HSA-199456;R-HSA-1963582;R-HSA-9851058;R-HSA-6807106;R-HSA-6807105;R-HSA-1963578;R-HSA-8944047;R-HSA-6807118;R-HSA-9701565;R-HSA-1470012;R-HSA-1470010;R-HSA-8943780;R-HSA-183084;R-HSA-9701562;R-HSA-1470009;R-HSA-6807126;R-HSA-8944569;R-HSA-183089;R-HSA-9701537;R-HSA-1963563;R-HSA-9701548;R-HSA-6807134;R-HSA-9701549;R-HSA-1306963;R-HSA-1251922;R-HSA-8943817;R-HSA-6807077;R-HSA-9018573;R-HSA-9018572;R-HSA-1306965;R-HSA-8944078;R-HSA-8857549;R-HSA-8951490;R-HSA-2730595;R-HSA-1912406;R-HSA-8943811;R-HSA-2730599;R-HSA-198732;R-HSA-8848087;R-HSA-5672965;R-HSA-8857555;R-HSA-9701569;R-HSA-1963589;R-HSA-419166;R-HSA-8857565;R-HSA-8980691;R-HSA-1306957;R-HSA-1963586;R-HSA-8944599;R-HSA-8944104;R-HSA-8867047;R-HSA-8867044;R-HSA-1433456;R-HSA-8867041;R-HSA-8857583;R-HSA-5658430;R-HSA-380782;R-HSA-8944099;R-HSA-8857577;R-HSA-2179407;R-HSA-5658424;R-HSA-5626938;R-HSA-8944632;R-HSA-2179415;R-HSA-1977959;R-HSA-1251944;R-HSA-8848124;R-HSA-1250195;R-HSA-8944650;R-HSA-2318752;R-HSA-8944397;R-HSA-8850945;R-HSA-1250463;R-HSA-8848150;R-HSA-8850961;R-HSA-9851407;R-HSA-8864029;R-HSA-8944684;R-HSA-1250486;R-HSA-8945709;R-HSA-4395236;R-HSA-1250488;R-HSA-8944420;R-HSA-8875817;R-HSA-8948775;R-HSA-8875816;R-HSA-9674531;R-HSA-2316434;R-HSA-8850997;R-HSA-8848178;R-HSA-8850992;R-HSA-8863804;R-HSA-182969;R-HSA-6807206;R-HSA-8857925;R-HSA-2671850;R-HSA-8851011;R-HSA-8948800;R-HSA-182986;R-HSA-8944706;R-HSA-182990;R-HSA-182994;R-HSA-1250498;R-HSA-8948569;R-HSA-182993;R-HSA-2671868;R-HSA-183002;R-HSA-212706;R-HSA-212710;R-HSA-8847968;R-HSA-8948832;R-HSA-212713;R-HSA-9625465;R-HSA-8944483;R-HSA-205039;R-HSA-8847977;R-HSA-8864105;R-HSA-9018747;R-HSA-2671839;R-HSA-8943728;R-HSA-8944497;R-HSA-8864125;R-HSA-8847995;R-HSA-5632939;R-HSA-183036"
R-HSA-69473,"G2/M DNA damage checkpoint",1,82,0.005045843332717986,0.1537448315874449,0.1537448315874449,2,12,7.458512026850643E-4,9606,Homo sapiens,"TP53","","R-HSA-6799332;R-HSA-6799246"
R-HSA-1236394,"Signaling by ERBB4",1,82,0.005045843332717986,0.1537448315874449,0.1537448315874449,1,52,0.0032320218783019453,9606,Homo sapiens,"EGFR","","R-HSA-1977959"
R-HSA-1226099,"Signaling by FGFR in disease",1,82,0.005045843332717986,0.1537448315874449,0.1537448315874449,1,99,0.006153272422151781,9606,Homo sapiens,"STAT3","","R-HSA-1888198"
R-HSA-5633008,"TP53 Regulates Transcription of Cell Death Genes",1,83,0.00510737800750723,0.15547028175006394,0.15547028175006394,52,68,0.004226490148548698,9606,Homo sapiens,"TP53","","R-HSA-6799462;R-HSA-4331331;R-HSA-139913;R-HSA-4331340;R-HSA-6791285;R-HSA-6800253;R-HSA-6791291;R-HSA-6800250;R-HSA-6799815;R-HSA-6797766;R-HSA-6800836;R-HSA-6797763;R-HSA-6801089;R-HSA-6801355;R-HSA-140214;R-HSA-6799441;R-HSA-3700984;R-HSA-6801184;R-HSA-6798126;R-HSA-6800044;R-HSA-3700981;R-HSA-6800042;R-HSA-6797993;R-HSA-6791349;R-HSA-6791348;R-HSA-6798004;R-HSA-5633414;R-HSA-6798129;R-HSA-6800816;R-HSA-6801087;R-HSA-5633295;R-HSA-6801213;R-HSA-6798139;R-HSA-6798138;R-HSA-6799418;R-HSA-6801209;R-HSA-6799416;R-HSA-6801415;R-HSA-6791302;R-HSA-6798082;R-HSA-6798081;R-HSA-6800001;R-HSA-6801166;R-HSA-6800396;R-HSA-6791306;R-HSA-6798615;R-HSA-6800279;R-HSA-6798611;R-HSA-5633441;R-HSA-5633314;R-HSA-6791327;R-HSA-6791323"
R-HSA-71403,"Citric acid cycle (TCA cycle)",1,83,0.00510737800750723,0.15547028175006394,0.15547028175006394,1,23,0.0014295481384797065,9606,Homo sapiens,"IDH1","","R-HSA-70967"
R-HSA-2262752,"Cellular responses to stress",4,1039,0.06393452710602425,0.15747015632324957,0.15747015632324957,13,521,0.032382373049909874,9606,Homo sapiens,"IDH1;STAT3;TP53","","R-HSA-9761844;R-HSA-6804998;R-HSA-6804996;R-HSA-6804879;R-HSA-3858387;R-HSA-9709918;R-HSA-9761822;R-HSA-3786258;R-HSA-4647594;R-HSA-4647593;R-HSA-3239014;R-HSA-4647613;R-HSA-5693609"
R-HSA-6796648,"TP53 Regulates Transcription of DNA Repair Genes",1,86,0.005291982031874962,0.16062618837708742,0.16062618837708742,12,17,0.0010566225371371745,9606,Homo sapiens,"TP53","","R-HSA-6796647;R-HSA-6806423;R-HSA-6806405;R-HSA-6806419;R-HSA-6806417;R-HSA-6806413;R-HSA-6806412;R-HSA-6806394;R-HSA-6796649;R-HSA-6806425;R-HSA-6806408;R-HSA-6806392"
R-HSA-6783783,"Interleukin-10 signaling",1,86,0.005291982031874962,0.16062618837708742,0.16062618837708742,6,15,9.323140033563305E-4,9606,Homo sapiens,"STAT3","","R-HSA-6784791;R-HSA-6784006;R-HSA-6784323;R-HSA-6784765;R-HSA-6790029;R-HSA-6784763"
R-HSA-416482,"G alpha (12/13) signalling events",1,86,0.005291982031874962,0.16062618837708742,0.16062618837708742,1,15,9.323140033563305E-4,9606,Homo sapiens,"OBSCN","","R-HSA-419166"
R-HSA-216083,"Integrin cell surface interactions",1,86,0.005291982031874962,0.16062618837708742,0.16062618837708742,1,55,0.0034184846789732117,9606,Homo sapiens,"CD44","","R-HSA-2752115"
R-HSA-9958825,"Activation of STAT3 by cadherin engagement",1,87,0.0053535167066642055,0.16233803104328925,0.16233803104328925,5,33,0.002051090807383927,9606,Homo sapiens,"STAT3","","R-HSA-9958871;R-HSA-9958878;R-HSA-9958877;R-HSA-2730595;R-HSA-2730599"
R-HSA-6806834,"Signaling by MET",1,88,0.005415051381453449,0.16404648811326916,0.16404648811326916,4,51,0.0031698676114115232,9606,Homo sapiens,"STAT3","","R-HSA-2730595;R-HSA-8875817;R-HSA-2730599;R-HSA-8875816"
R-HSA-2559582,"Senescence-Associated Secretory Phenotype (SASP)",1,90,0.005538120731031937,0.1674532714005864,0.1674532714005864,1,22,0.0013673938715892846,9606,Homo sapiens,"STAT3","","R-HSA-3858387"
R-HSA-9707564,"Cytoprotection by HMOX1",1,91,0.00559965540582118,0.16915161055589767,0.16915161055589767,1,22,0.0013673938715892846,9606,Homo sapiens,"STAT3","","R-HSA-9709918"
R-HSA-5683057,"MAPK family signaling cascades",2,367,0.02258322564765245,0.17061992009829519,0.17061992009829519,6,122,0.007582820560631487,9606,Homo sapiens,"NF1;EGFR","","R-HSA-5658438;R-HSA-5658231;R-HSA-5672965;R-HSA-5658435;R-HSA-5658430;R-HSA-5658424"
R-HSA-6794362,"Protein-protein interactions at synapses",1,93,0.0057227247553996675,0.17253821614480624,0.17253821614480624,7,33,0.002051090807383927,9606,Homo sapiens,"NLGN3","","R-HSA-6794357;R-HSA-6797554;R-HSA-6794338;R-HSA-6797568;R-HSA-6794346;R-HSA-6794345;R-HSA-6794344"
R-HSA-6802957,"Oncogenic MAPK signaling",1,93,0.0057227247553996675,0.17253821614480624,0.17253821614480624,1,46,0.002859096276959413,9606,Homo sapiens,"NF1","","R-HSA-6802837"
R-HSA-6804756,"Regulation of TP53 Activity through Phosphorylation",1,96,0.005907328779767399,0.17759303913030444,0.17759303913030444,23,26,0.0016160109391509727,9606,Homo sapiens,"TP53","","R-HSA-6805479;R-HSA-6799431;R-HSA-6805126;R-HSA-6798374;R-HSA-3222128;R-HSA-6805285;R-HSA-3215251;R-HSA-6799332;R-HSA-6805059;R-HSA-6805122;R-HSA-3222006;R-HSA-6805103;R-HSA-6799246;R-HSA-6805035;R-HSA-6805399;R-HSA-6805109;R-HSA-69685;R-HSA-3222020;R-HSA-6799409;R-HSA-3239014;R-HSA-6805470;R-HSA-6805276;R-HSA-5693609"
R-HSA-447115,"Interleukin-12 family signaling",1,96,0.005907328779767399,0.17759303913030444,0.17759303913030444,14,114,0.007085586425508111,9606,Homo sapiens,"STAT3","","R-HSA-8950441;R-HSA-8952749;R-HSA-8950733;R-HSA-8984014;R-HSA-8950724;R-HSA-8950780;R-HSA-8950269;R-HSA-8950782;R-HSA-8984021;R-HSA-8950485;R-HSA-8950518;R-HSA-8984023;R-HSA-8950583;R-HSA-8952823"
R-HSA-438064,"Post NMDA receptor activation events",1,96,0.005907328779767399,0.17759303913030444,0.17759303913030444,1,39,0.002424016408726459,9606,Homo sapiens,"GRIA2","","R-HSA-9618750"
R-HSA-9645723,"Diseases of programmed cell death",1,97,0.005968863454556643,0.1792713163110229,0.1792713163110229,1,37,0.002299707874945615,9606,Homo sapiens,"TP53","","R-HSA-9723906"
R-HSA-202424,"Downstream TCR signaling",1,99,0.0060919328041351304,0.18261791324576948,0.18261791324576948,1,24,0.0014917024053701287,9606,Homo sapiens,"PTEN","","R-HSA-199456"
R-HSA-1912408,"Pre-NOTCH Transcription and Translation",1,100,0.006153467478924374,0.18428624572336183,0.18428624572336183,2,37,0.002299707874945615,9606,Homo sapiens,"TP53","","R-HSA-4395236;R-HSA-1912406"
R-HSA-2219530,"Constitutive Signaling by Aberrant PI3K in Cancer",1,104,0.006399606178081349,0.19092661692655521,0.19092661692655521,1,2,1.2430853378084405E-4,9606,Homo sapiens,"EGFR","","R-HSA-2400009"
R-HSA-157579,"Telomere Maintenance",1,108,0.006645744877238324,0.1975145568824055,0.1975145568824055,4,34,0.002113245074274349,9606,Homo sapiens,"ATRX","","R-HSA-9670114;R-HSA-9670149;R-HSA-9670101;R-HSA-9007926"
R-HSA-8878159,"Transcriptional regulation by RUNX3",1,108,0.006645744877238324,0.1975145568824055,0.1975145568824055,1,47,0.002921250543849835,9606,Homo sapiens,"TP53","","R-HSA-8952128"
R-HSA-975871,"MyD88 cascade initiated on plasma membrane",1,109,0.006707279552027568,0.19915339656419795,0.19915339656419795,2,70,0.004350798682329542,9606,Homo sapiens,"TP53","","R-HSA-9749487;R-HSA-9749464"
R-HSA-168142,"Toll Like Receptor 10 (TLR10) Cascade",1,109,0.006707279552027568,0.19915339656419795,0.19915339656419795,2,71,0.004412952949219964,9606,Homo sapiens,"TP53","","R-HSA-9749487;R-HSA-9749464"
R-HSA-168176,"Toll Like Receptor 5 (TLR5) Cascade",1,109,0.006707279552027568,0.19915339656419795,0.19915339656419795,2,71,0.004412952949219964,9606,Homo sapiens,"TP53","","R-HSA-9749487;R-HSA-9749464"
R-HSA-9938027,"Affinity selection of immunoglobulins",2,406,0.024983077964432956,0.1991876964114776,0.1991876964114776,5,40,0.0024861706756168812,9606,Homo sapiens,"STAT3;TP53","","R-HSA-9946710;R-HSA-9946883;R-HSA-9946750;R-HSA-9942221;R-HSA-9942461"
R-HSA-9938026,"Immunoglobulin maturation",2,406,0.024983077964432956,0.1991876964114776,0.1991876964114776,5,40,0.0024861706756168812,9606,Homo sapiens,"STAT3;TP53","","R-HSA-9946710;R-HSA-9946883;R-HSA-9946750;R-HSA-9942221;R-HSA-9942461"
R-HSA-193704,"p75 NTR receptor-mediated signalling",1,110,0.006768814226816812,0.2007889906183069,0.2007889906183069,1,50,0.0031077133445211015,9606,Homo sapiens,"OBSCN","","R-HSA-205039"
R-HSA-9009391,"Extra-nuclear estrogen signaling",1,112,0.006891883576395298,0.2040504667410813,0.2040504667410813,3,39,0.002424016408726459,9606,Homo sapiens,"EGFR","","R-HSA-9625482;R-HSA-9625465;R-HSA-9625487"
R-HSA-9020702,"Interleukin-1 signaling",1,112,0.006891883576395298,0.2040504667410813,0.2040504667410813,2,59,0.0036671017465348997,9606,Homo sapiens,"TP53","","R-HSA-9749487;R-HSA-9749464"
R-HSA-2559580,"Oxidative Stress Induced Senescence",1,113,0.006953418251184542,0.20567636122967559,0.20567636122967559,4,40,0.0024861706756168812,9606,Homo sapiens,"TP53","","R-HSA-6804998;R-HSA-6804996;R-HSA-3239014;R-HSA-6804879"
R-HSA-442755,"Activation of NMDA receptors and postsynaptic events",1,113,0.006953418251184542,0.20567636122967559,0.20567636122967559,3,71,0.004412952949219964,9606,Homo sapiens,"GRIA2","","R-HSA-438037;R-HSA-432162;R-HSA-9618750"
R-HSA-1483255,"PI Metabolism",1,113,0.006953418251184542,0.20567636122967559,0.20567636122967559,2,89,0.005531729753247561,9606,Homo sapiens,"PTEN","","R-HSA-199456;R-HSA-1676149"
R-HSA-5693606,"DNA Double Strand Break Response",1,114,0.007014952925973786,0.20729903493046786,0.20729903493046786,1,53,0.0032941761451923675,9606,Homo sapiens,"TP53","","R-HSA-5693609"
R-HSA-8856825,"Cargo recognition for clathrin-mediated endocytosis",1,115,0.00707648760076303,0.20891849402463092,0.20891849402463092,1,15,9.323140033563305E-4,9606,Homo sapiens,"EGFR","","R-HSA-8866279"
R-HSA-8953897,"Cellular responses to stimuli",4,1166,0.0717494308042582,0.2094750888888386,0.2094750888888386,13,613,0.038100565603828705,9606,Homo sapiens,"IDH1;STAT3;TP53","","R-HSA-9761844;R-HSA-6804998;R-HSA-6804996;R-HSA-6804879;R-HSA-3858387;R-HSA-9709918;R-HSA-9761822;R-HSA-3786258;R-HSA-4647594;R-HSA-4647593;R-HSA-3239014;R-HSA-4647613;R-HSA-5693609"
R-HSA-168164,"Toll Like Receptor 3 (TLR3) Cascade",1,117,0.0071995569503415175,0.21214779306034026,0.21214779306034026,2,79,0.00491018708434334,9606,Homo sapiens,"TP53","","R-HSA-9749487;R-HSA-9749464"
R-HSA-975138,"TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation",1,120,0.007384160974709249,0.21696778593430843,0.21696778593430843,2,60,0.003729256013425322,9606,Homo sapiens,"TP53","","R-HSA-9749487;R-HSA-9749464"
R-HSA-975155,"MyD88 dependent cascade initiated on endosome",1,121,0.007445695649498493,0.21856808655170756,0.21856808655170756,2,75,0.004661570016781652,9606,Homo sapiens,"TP53","","R-HSA-9749487;R-HSA-9749464"
R-HSA-937061,"TRIF (TICAM1)-mediated TLR4 signaling ",1,122,0.007507230324287736,0.22016521551033774,0.22016521551033774,2,76,0.004723724283672074,9606,Homo sapiens,"TP53","","R-HSA-9749487;R-HSA-9749464"
R-HSA-166166,"MyD88-independent TLR4 cascade ",1,122,0.007507230324287736,0.22016521551033774,0.22016521551033774,2,78,0.004848032817452918,9606,Homo sapiens,"TP53","","R-HSA-9749487;R-HSA-9749464"
R-HSA-202403,"TCR signaling",1,122,0.007507230324287736,0.22016521551033774,0.22016521551033774,1,52,0.0032320218783019453,9606,Homo sapiens,"PTEN","","R-HSA-199456"
R-HSA-1912422,"Pre-NOTCH Expression and Processing",1,125,0.007691834348655467,0.22493763327602756,0.22493763327602756,2,47,0.002921250543849835,9606,Homo sapiens,"TP53","","R-HSA-4395236;R-HSA-1912406"
R-HSA-168181,"Toll Like Receptor 7/8 (TLR7/8) Cascade",1,125,0.007691834348655467,0.22493763327602756,0.22493763327602756,2,85,0.005283112685685872,9606,Homo sapiens,"TP53","","R-HSA-9749487;R-HSA-9749464"
R-HSA-1483249,"Inositol phosphate metabolism",1,125,0.007691834348655467,0.22493763327602756,0.22493763327602756,1,71,0.004412952949219964,9606,Homo sapiens,"PTEN","","R-HSA-1855205"
R-HSA-168138,"Toll Like Receptor 9 (TLR9) Cascade",1,128,0.007876438373023199,0.2296817246711852,0.2296817246711852,2,86,0.005345266952576294,9606,Homo sapiens,"TP53","","R-HSA-9749487;R-HSA-9749464"
R-HSA-373760,"L1CAM interactions",1,130,0.007999507722601686,0.23282879587996996,0.23282879587996996,1,54,0.0033563304120827896,9606,Homo sapiens,"EGFR","","R-HSA-445069"
R-HSA-166058,"MyD88:MAL(TIRAP) cascade initiated on plasma membrane",1,133,0.008184111746969418,0.23752603822177265,0.23752603822177265,2,76,0.004723724283672074,9606,Homo sapiens,"TP53","","R-HSA-9749487;R-HSA-9749464"
R-HSA-168188,"Toll Like Receptor TLR6:TLR2 Cascade",1,133,0.008184111746969418,0.23752603822177265,0.23752603822177265,2,78,0.004848032817452918,9606,Homo sapiens,"TP53","","R-HSA-9749487;R-HSA-9749464"
R-HSA-73886,"Chromosome Maintenance",1,135,0.008307181096547905,0.24064202654134226,0.24064202654134226,4,38,0.002361862141836037,9606,Homo sapiens,"ATRX","","R-HSA-9670114;R-HSA-9670149;R-HSA-9670101;R-HSA-9007926"
